"source_id","vehicle_id","manufacturer","model","year","transmission","body_style","fuel","type_of_car","city_cycle_l_100km","highway_cycle_l_100km","adr8101_cycle_l_100km","fuel_system","engine_displacement","engine_displacement_comment","no_cylinders","no_gear_ratios","seating_capacity","axle_ratio","source_url"
"gvg_older_fuel_consumption",12,"Alfa Romeo","33 4x4 Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",10,6.8,NA,"C",1.5,NA,4,"5","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",13,"Alfa Romeo","33 GCL Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",11,7,NA,"C",1.5,NA,4,"5","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",14,"Alfa Romeo","75 Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",12.5,9,NA,"I",2.5,NA,6,"5","5","4.10","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",15,"Alfa Romeo","90 Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",12,9,NA,"I",2.5,NA,6,"5","5","4.10","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",16,"Alfa Romeo","GTV6-2.5 Man. Coupe 2dr",1986,"man","Coupe","petrol","Passenger",12,9,NA,"I",2.5,NA,6,"5","4","4.10","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",17,"Alfa Romeo","Sprint Man. Coupe 2dr",1986,"man","Coupe","petrol","Passenger",11,7,NA,"C",1.5,NA,4,"5","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",18,"Audi","80-CC Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",10.5,8.5,NA,"I",1.8,NA,4,"3","5","3.25","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",19,"Audi","80-CC Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",10,7.6,NA,"I",1.8,NA,4,"5","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",20,"Bentley","Mulsanne Auto. Saloon 4dr",1986,"auto","Sedan","petrol","Passenger",27,20,NA,"I",6.8,NA,8,"3","5","3.06","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",21,"Bentley","Mulsanne L Auto. Saloon 4dr",1986,"auto","Sedan","petrol","Passenger",27,20,NA,"I",6.8,NA,8,"3","5","3.06","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",22,"BMW","318i Auto. Cabriolet 2dr",1986,"auto","Convertible","petrol","Passenger",10.5,7.8,NA,"I",1.8,NA,4,"4","5","4.27","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",23,"BMW","318i Auto. Sedan 2dr",1986,"auto","Sedan","petrol","Passenger",10.5,7.8,NA,"I",1.8,NA,4,"4","5","4.27","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",24,"BMW","318i Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",10.5,7.8,NA,"I",1.8,NA,4,"4","5","4.27","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",25,"BMW","318i Man. Cabriolet 2dr",1986,"man","Convertible","petrol","Passenger",10.5,7.4,NA,"I",1.8,NA,4,"5","5","4.10","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",26,"BMW","318i Man. Sedan 2dr",1986,"man","Sedan","petrol","Passenger",10.5,7.4,NA,"I",1.8,NA,4,"5","5","4.10","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",27,"BMW","318i Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",10.5,7.4,NA,"I",1.8,NA,4,"5","5","4.10","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",28,"BMW","325e Auto. Cabriolet 2dr",1986,"auto","Convertible","petrol","Passenger",11,7,NA,"I",2.7,NA,6,"4","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",29,"BMW","325e Auto. Sedan 2dr",1986,"auto","Sedan","petrol","Passenger",11,7,NA,"I",2.7,NA,6,"4","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",30,"BMW","325e Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",11,7,NA,"I",2.7,NA,6,"4","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",31,"BMW","325e Man. Cabriolet 2dr",1986,"man","Convertible","petrol","Passenger",10.5,7,NA,"I",2.7,NA,6,"5","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",32,"BMW","325e Man. Sedan 2dr",1986,"man","Sedan","petrol","Passenger",10.5,7,NA,"I",2.7,NA,6,"5","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",33,"BMW","325e Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",10.5,7,NA,"I",2.7,NA,6,"5","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",34,"BMW","525e Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",12,7.8,NA,"I",2.7,NA,6,"4","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",35,"BMW","525e Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",11,7.8,NA,"I",2.7,NA,6,"5","5","3.15","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",36,"BMW","535i Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",13.5,8.5,NA,"I",3.4,NA,6,"4","5","3.46","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",37,"BMW","535i Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",13,8,NA,"I",3.4,NA,6,"5","5","3.45","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",38,"BMW","635CSi Auto. Sedan 2dr",1986,"auto","Sedan","petrol","Passenger",13.5,8.5,NA,"I",3.4,NA,6,"4","4","3.46","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",39,"BMW","635CSi Man. Sedan 2dr",1986,"man","Sedan","petrol","Passenger",13,8,NA,"I",3.4,NA,6,"5","4","3.46","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",40,"BMW","M535i Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",15.5,10,NA,"I",3.4,NA,6,"5","5","3.46","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",41,"Daihatsu","Charade G-11R Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",6.2,4.6,NA,"C",1,NA,3,"5","4","4.50","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",42,"Daihatsu","Charade G-11R S Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",6.8,5.8,NA,"C",1,NA,3,"2","4","4.21","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",43,"Daihatsu","Charade G-11RT Turbo Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",6.8,5.2,NA,"C",1,NA,3,"5","4","4.64","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",44,"Daimler","Double Six Auto. Saloon 4dr",1986,"auto","Sedan","petrol","Passenger",18,12.5,NA,"I",5.3,NA,12,"3","5","2.88","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",45,"Ford","Fairlane Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",14,10.5,NA,"C",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",46,"Ford","Fairlane EFI Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",14,10.5,NA,"I",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",47,"Ford","Laser Ghia EGI Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",9,6.4,NA,"I",1.6,NA,4,"5","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",48,"Ford","Laser GL & Ghia Auto. Hatchback 2dr",1986,"auto","Hatch","petrol","Passenger",9.5,7.6,NA,"C",1.6,NA,4,"3","5","3.63","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",49,"Ford","Laser GL & Ghia Auto. Hatchback 4dr",1986,"auto","Hatch","petrol","Passenger",9.5,7.6,NA,"C",1.6,NA,4,"3","5","3.63","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",50,"Ford","Laser GL & Ghia Man. Hatchback 2dr",1986,"man","Hatch","petrol","Passenger",9,6.6,NA,"C",1.6,NA,4,"5","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",51,"Ford","Laser GL & Ghia Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",9,6.6,NA,"C",1.6,NA,4,"5","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",52,"Ford","Laser GL Man. Hatchback 2dr",1986,"man","Hatch","petrol","Passenger",9,6.2,NA,"C",1.6,NA,4,"4","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",53,"Ford","Laser GL Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",9,6.2,NA,"C",1.6,NA,4,"4","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",54,"Ford","Laser L & GL Man. Hatchback 2dr",1986,"man","Hatch","petrol","Passenger",8,6.2,NA,"C",1.3,NA,4,"4","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",55,"Ford","Laser L & GL Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",8,6.2,NA,"C",1.3,NA,4,"4","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",56,"Ford","Laser TX3 EGI Man. Hatchback 2dr",1986,"man","Hatch","petrol","Passenger",8.5,6.4,NA,"I",1.6,NA,4,"5","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",57,"Ford","LTD EFI Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",14,11,NA,"I",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",58,"Ford","Meteor Gl & Ghia Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",9.5,7.6,NA,"C",1.6,NA,4,"3","5","3.63","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",59,"Ford","Meteor GL & Ghia EGI Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",8.5,6.4,NA,"I",1.6,NA,4,"5","5","4.11","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",60,"Ford","Meteor Gl & Ghia Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",9,6.6,NA,"C",1.6,NA,4,"5","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",61,"Ford","Meteor GL Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",9.5,7.8,NA,"C",1.6,NA,4,"3","5","3.63","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",62,"Ford","Meteor GL Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",9,6.2,NA,"C",1.6,NA,4,"4","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",63,"Ford","Meteor GL Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",9,6.8,NA,"C",1.6,NA,4,"5","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",64,"Ford","Meteor L Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",9,6.2,NA,"C",1.6,NA,4,"4","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",65,"Ford","Telstar GL & Ghia Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",12,9.5,NA,"C",2,NA,4,"3","5","3.45","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",66,"Ford","Telstar GL & Ghia Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",11,7.8,NA,"C",2,NA,4,"5","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",67,"Ford","Telstar GL Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",11,8.5,NA,"C",2,NA,4,"4","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",68,"Ford","Telstar TX5 & Ghia Auto. Hatchback 4dr",1986,"auto","Hatch","petrol","Passenger",12,9.5,NA,"C",2,NA,4,"3","5","3.45","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",69,"Ford","Telstar TX5 & Ghia Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",11,7.8,NA,"C",2,NA,4,"5","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",70,"Ford","Telstar TX5 Turbo Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",10,7.4,NA,"I",2,NA,4,"5","5","3.85","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",71,"Ford","XF Fairmont Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",13.5,10,NA,"C",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",72,"Ford","XF Fairmont Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",13.5,10,NA,"C",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",73,"Ford","XF Fairmont EFI Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",13.5,10.5,NA,"I",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",74,"Ford","XF Fairmont EFI Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",14,10.5,NA,"I",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",75,"Ford","XF Fairmont EFI Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",14,9.5,NA,"I",4.1,NA,6,"4","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",76,"Ford","XF Fairmont EFI Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",14,10,NA,"I",4.1,NA,6,"4","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",77,"Ford","XF Fairmont Ghia Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",14,10.5,NA,"C",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",78,"Ford","XF Fairmont Ghia EFI Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",14,10.5,NA,"I",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",79,"Ford","XF Fairmont Ghia EFI Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",14,10,NA,"I",4.1,NA,6,"4","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",80,"Ford","XF Falcon Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",12.5,9,NA,"C",3.3,NA,6,"3","5/6","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",81,"Ford","XF Falcon Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",12.5,9.5,NA,"C",4.1,NA,6,"3","5/6","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",82,"Ford","XF Falcon Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",12.5,9.5,NA,"C",3.3,NA,6,"3","5/6","2.92","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",83,"Ford","XF Falcon Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",13,10,NA,"C",4.1,NA,6,"3","5/6","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",84,"Ford","XF Falcon EFI Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",13.5,10.5,NA,"I",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",85,"Ford","XF Falcon EFI Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",14,10.5,NA,"I",4.1,NA,6,"3","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",86,"Ford","XF Falcon EFI Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",13.5,9.5,NA,"I",4.1,NA,6,"4","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",87,"Ford","XF Falcon EFI Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",14,9.5,NA,"I",4.1,NA,6,"4","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",88,"Ford","XF Falcon Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",12,9.5,NA,"C",3.3,NA,6,"3","5/6","3.23","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",89,"Ford","XF Falcon Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",11.5,9,NA,"C",3.3,NA,6,"4","5","2.92","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",90,"Ford","XF Falcon Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",11.5,8.5,NA,"C",3.3,NA,6,"5","5","3.23","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",91,"Ford","XF Falcon Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",11.5,8.5,NA,"C",4.1,NA,6,"4","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",92,"Ford","XF Falcon Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",12,8.5,NA,"C",4.1,NA,6,"4","5","2.77","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",93,"Ford","XF Falcon Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",12.5,9.5,NA,"C",3.3,NA,6,"3","5/6","3.23","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",94,"Ford","XF Falcon Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",12,9,NA,"C",3.3,NA,6,"4","5","3.23","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",95,"Ford","XF Falcon Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",12,8.5,NA,"C",3.3,NA,6,"5","5","3.23","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",96,"Holden","JD Camira SL & SLX Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",9,6.2,NA,"I",1.8,NA,4,"4","5","3.94","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",97,"Holden","JD Camira SL & SLX Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",9,6.2,NA,"I",1.8,NA,4,"4","5","3.94","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",98,"Holden","JD Camira SL & SLX Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",9,5.8,NA,"I",1.8,NA,4,"5","5","3.94","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",99,"Holden","JD Camira SL Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",10,7,NA,"I",1.8,NA,4,"3","5","3.33","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",100,"Holden","JD Camira SL, SLX & SLE Auto. Sedan 4dr",1986,"auto","Sedan","petrol","Passenger",10,7,NA,"I",1.8,NA,4,"3","5","3.33","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",101,"Holden","JD Camira SL, SLX & SLE Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",9,5.8,NA,"I",1.8,NA,4,"5","5","3.94","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",102,"Holden","JD Camira SLE Man. Wagon 4dr",1986,"man","Wagon","petrol","Passenger",9,5.8,NA,"I",1.8,NA,4,"5","5","3.94","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",103,"Holden","JD Camira SLX & SLE Auto. Wagon 4dr",1986,"auto","Wagon","petrol","Passenger",10.5,7.2,NA,"I",1.8,NA,4,"3","5","3.33","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",104,"Holden","JR120 Piazza Auto. Coupe 2dr",1986,"auto","Coupe","petrol","Passenger",11,7.8,NA,"I",2,NA,4,"4","4","3.91","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",105,"Holden","JR120 Piazza Man. Coupe 2dr",1986,"man","Coupe","petrol","Passenger",10.5,7.8,NA,"I",2,NA,4,"5","4","3.91","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",106,"Holden","LC Astra SL, SLX & SLE Auto. Hatchback 4dr",1986,"auto","Hatch","petrol","Passenger",9,7,NA,"C",1.6,NA,4,"5","5","3.47","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",107,"Holden","LC Astra SL, SLX & SLE Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",8.5,6,NA,"C",1.6,NA,4,"5","5","3.89","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",108,"Holden","MB Barina Man. Hatchback 4dr",1986,"man","Hatch","petrol","Passenger",6.2,4.8,NA,"C",1.3,NA,4,"5","5","3.52","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
"gvg_older_fuel_consumption",109,"Holden","RB Gemini SL SLX & SLE Man. Sedan 4dr",1986,"man","Sedan","petrol","Passenger",7,5.8,NA,"C",1.5,NA,4,"5","5","3.83","https://www.greenvehicleguide.gov.au/Content/OlderModels/FuelConsumptionGuide1986-2003.csv"
