"year","quarter_num","quarter","state","vehicle_type","broad_vehicle_type","fuel_type","sales"
2022,4,"Q4 2022","SOUTH AUSTRALIA","People Mover","people_mover","HEV",0
2022,4,"Q4 2022","TASMANIA","People Mover","people_mover","HEV",0
2022,4,"Q4 2022","VICTORIA","People Mover","people_mover","HEV",0
2022,4,"Q4 2022","WESTERN AUSTRALIA","People Mover","people_mover","HEV",0
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","HEV",44
2022,4,"Q4 2022","NEW SOUTH WALES","Large SUV","SUV","HEV",751
2022,4,"Q4 2022","NORTHERN TERRITORY","Large SUV","SUV","HEV",17
2022,4,"Q4 2022","QUEENSLAND","Large SUV","SUV","HEV",218
2022,4,"Q4 2022","SOUTH AUSTRALIA","Large SUV","SUV","HEV",178
2022,4,"Q4 2022","TASMANIA","Large SUV","SUV","HEV",21
2022,4,"Q4 2022","VICTORIA","Large SUV","SUV","HEV",800
2022,4,"Q4 2022","WESTERN AUSTRALIA","Large SUV","SUV","HEV",149
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","HEV",126
2022,4,"Q4 2022","NEW SOUTH WALES","Medium SUV","SUV","HEV",2398
2022,4,"Q4 2022","NORTHERN TERRITORY","Medium SUV","SUV","HEV",63
2022,4,"Q4 2022","QUEENSLAND","Medium SUV","SUV","HEV",1530
2022,4,"Q4 2022","SOUTH AUSTRALIA","Medium SUV","SUV","HEV",483
2022,4,"Q4 2022","TASMANIA","Medium SUV","SUV","HEV",136
2022,4,"Q4 2022","VICTORIA","Medium SUV","SUV","HEV",1739
2022,4,"Q4 2022","WESTERN AUSTRALIA","Medium SUV","SUV","HEV",601
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","HEV",132
2022,4,"Q4 2022","NEW SOUTH WALES","Small SUV","SUV","HEV",2261
2022,4,"Q4 2022","NORTHERN TERRITORY","Small SUV","SUV","HEV",57
2022,4,"Q4 2022","QUEENSLAND","Small SUV","SUV","HEV",1556
2022,4,"Q4 2022","SOUTH AUSTRALIA","Small SUV","SUV","HEV",455
2022,4,"Q4 2022","TASMANIA","Small SUV","SUV","HEV",108
2022,4,"Q4 2022","VICTORIA","Small SUV","SUV","HEV",1627
2022,4,"Q4 2022","WESTERN AUSTRALIA","Small SUV","SUV","HEV",619
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Ute (2WD)","light_commercial","ICE",88
2022,4,"Q4 2022","NEW SOUTH WALES","Ute (2WD)","light_commercial","ICE",2148
2022,4,"Q4 2022","NORTHERN TERRITORY","Ute (2WD)","light_commercial","ICE",154
2022,4,"Q4 2022","QUEENSLAND","Ute (2WD)","light_commercial","ICE",1757
2022,4,"Q4 2022","SOUTH AUSTRALIA","Ute (2WD)","light_commercial","ICE",416
2022,4,"Q4 2022","TASMANIA","Ute (2WD)","light_commercial","ICE",151
2022,4,"Q4 2022","VICTORIA","Ute (2WD)","light_commercial","ICE",1828
2022,4,"Q4 2022","WESTERN AUSTRALIA","Ute (2WD)","light_commercial","ICE",646
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","ICE",462
2022,4,"Q4 2022","NEW SOUTH WALES","Ute (4WD)","light_commercial","ICE",13586
2022,4,"Q4 2022","NORTHERN TERRITORY","Ute (4WD)","light_commercial","ICE",574
2022,4,"Q4 2022","QUEENSLAND","Ute (4WD)","light_commercial","ICE",12740
2022,4,"Q4 2022","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","ICE",3015
2022,4,"Q4 2022","TASMANIA","Ute (4WD)","light_commercial","ICE",1157
2022,4,"Q4 2022","VICTORIA","Ute (4WD)","light_commercial","ICE",11339
2022,4,"Q4 2022","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","ICE",6125
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Van","light_commercial","ICE",62
2022,4,"Q4 2022","NEW SOUTH WALES","Van","light_commercial","ICE",1942
2022,4,"Q4 2022","NORTHERN TERRITORY","Van","light_commercial","ICE",24
2022,4,"Q4 2022","QUEENSLAND","Van","light_commercial","ICE",938
2022,4,"Q4 2022","SOUTH AUSTRALIA","Van","light_commercial","ICE",322
2022,4,"Q4 2022","TASMANIA","Van","light_commercial","ICE",101
2022,4,"Q4 2022","VICTORIA","Van","light_commercial","ICE",1707
2022,4,"Q4 2022","WESTERN AUSTRALIA","Van","light_commercial","ICE",398
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","ICE",16
2022,4,"Q4 2022","NEW SOUTH WALES","Large Car","passenger","ICE",262
2022,4,"Q4 2022","NORTHERN TERRITORY","Large Car","passenger","ICE",8
2022,4,"Q4 2022","QUEENSLAND","Large Car","passenger","ICE",133
2022,4,"Q4 2022","SOUTH AUSTRALIA","Large Car","passenger","ICE",42
2022,4,"Q4 2022","TASMANIA","Large Car","passenger","ICE",8
2022,4,"Q4 2022","VICTORIA","Large Car","passenger","ICE",280
2022,4,"Q4 2022","WESTERN AUSTRALIA","Large Car","passenger","ICE",86
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","ICE",74
2022,4,"Q4 2022","NEW SOUTH WALES","Medium Car","passenger","ICE",1368
2022,4,"Q4 2022","NORTHERN TERRITORY","Medium Car","passenger","ICE",20
2022,4,"Q4 2022","QUEENSLAND","Medium Car","passenger","ICE",635
2022,4,"Q4 2022","SOUTH AUSTRALIA","Medium Car","passenger","ICE",224
2022,4,"Q4 2022","TASMANIA","Medium Car","passenger","ICE",55
2022,4,"Q4 2022","VICTORIA","Medium Car","passenger","ICE",1474
2022,4,"Q4 2022","WESTERN AUSTRALIA","Medium Car","passenger","ICE",228
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","ICE",440
2022,4,"Q4 2022","NEW SOUTH WALES","Small Car","passenger","ICE",7896
2022,4,"Q4 2022","NORTHERN TERRITORY","Small Car","passenger","ICE",173
2022,4,"Q4 2022","QUEENSLAND","Small Car","passenger","ICE",5309
2022,4,"Q4 2022","SOUTH AUSTRALIA","Small Car","passenger","ICE",1443
2022,4,"Q4 2022","TASMANIA","Small Car","passenger","ICE",594
2022,4,"Q4 2022","VICTORIA","Small Car","passenger","ICE",6941
2022,4,"Q4 2022","WESTERN AUSTRALIA","Small Car","passenger","ICE",2583
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Sports Car","passenger","ICE",43
2022,4,"Q4 2022","NEW SOUTH WALES","Sports Car","passenger","ICE",742
2022,4,"Q4 2022","NORTHERN TERRITORY","Sports Car","passenger","ICE",9
2022,4,"Q4 2022","QUEENSLAND","Sports Car","passenger","ICE",435
2022,4,"Q4 2022","SOUTH AUSTRALIA","Sports Car","passenger","ICE",134
2022,4,"Q4 2022","TASMANIA","Sports Car","passenger","ICE",27
2022,4,"Q4 2022","VICTORIA","Sports Car","passenger","ICE",629
2022,4,"Q4 2022","WESTERN AUSTRALIA","Sports Car","passenger","ICE",171
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","People Mover","people_mover","ICE",47
2022,4,"Q4 2022","NEW SOUTH WALES","People Mover","people_mover","ICE",805
2022,4,"Q4 2022","NORTHERN TERRITORY","People Mover","people_mover","ICE",56
2022,4,"Q4 2022","QUEENSLAND","People Mover","people_mover","ICE",640
2022,4,"Q4 2022","SOUTH AUSTRALIA","People Mover","people_mover","ICE",158
2022,4,"Q4 2022","TASMANIA","People Mover","people_mover","ICE",45
2022,4,"Q4 2022","VICTORIA","People Mover","people_mover","ICE",766
2022,4,"Q4 2022","WESTERN AUSTRALIA","People Mover","people_mover","ICE",236
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","ICE",543
2022,4,"Q4 2022","NEW SOUTH WALES","Large SUV","SUV","ICE",10965
2022,4,"Q4 2022","NORTHERN TERRITORY","Large SUV","SUV","ICE",298
2022,4,"Q4 2022","QUEENSLAND","Large SUV","SUV","ICE",8328
2022,4,"Q4 2022","SOUTH AUSTRALIA","Large SUV","SUV","ICE",2497
2022,4,"Q4 2022","TASMANIA","Large SUV","SUV","ICE",657
2022,4,"Q4 2022","VICTORIA","Large SUV","SUV","ICE",10614
2022,4,"Q4 2022","WESTERN AUSTRALIA","Large SUV","SUV","ICE",4130
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","ICE",648
2022,4,"Q4 2022","NEW SOUTH WALES","Medium SUV","SUV","ICE",13265
2022,4,"Q4 2022","NORTHERN TERRITORY","Medium SUV","SUV","ICE",257
2022,4,"Q4 2022","QUEENSLAND","Medium SUV","SUV","ICE",8842
2022,4,"Q4 2022","SOUTH AUSTRALIA","Medium SUV","SUV","ICE",2597
2022,4,"Q4 2022","TASMANIA","Medium SUV","SUV","ICE",733
2022,4,"Q4 2022","VICTORIA","Medium SUV","SUV","ICE",12522
2022,4,"Q4 2022","WESTERN AUSTRALIA","Medium SUV","SUV","ICE",4156
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","ICE",675
2022,4,"Q4 2022","NEW SOUTH WALES","Small SUV","SUV","ICE",13516
2022,4,"Q4 2022","NORTHERN TERRITORY","Small SUV","SUV","ICE",316
2022,4,"Q4 2022","QUEENSLAND","Small SUV","SUV","ICE",9619
2022,4,"Q4 2022","SOUTH AUSTRALIA","Small SUV","SUV","ICE",2945
2022,4,"Q4 2022","TASMANIA","Small SUV","SUV","ICE",807
2022,4,"Q4 2022","VICTORIA","Small SUV","SUV","ICE",11471
2022,4,"Q4 2022","WESTERN AUSTRALIA","Small SUV","SUV","ICE",3817
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","NEW SOUTH WALES","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","NORTHERN TERRITORY","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","QUEENSLAND","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","TASMANIA","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","VICTORIA","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","PHEV",0
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Van","light_commercial","PHEV",0
2022,4,"Q4 2022","NEW SOUTH WALES","Van","light_commercial","PHEV",0
2022,4,"Q4 2022","QUEENSLAND","Van","light_commercial","PHEV",0
2022,4,"Q4 2022","SOUTH AUSTRALIA","Van","light_commercial","PHEV",0
2022,4,"Q4 2022","TASMANIA","Van","light_commercial","PHEV",0
2022,4,"Q4 2022","VICTORIA","Van","light_commercial","PHEV",0
2022,4,"Q4 2022","WESTERN AUSTRALIA","Van","light_commercial","PHEV",0
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","PHEV",2
2022,4,"Q4 2022","NEW SOUTH WALES","Large Car","passenger","PHEV",4
2022,4,"Q4 2022","NORTHERN TERRITORY","Large Car","passenger","PHEV",0
2022,4,"Q4 2022","QUEENSLAND","Large Car","passenger","PHEV",1
2022,4,"Q4 2022","SOUTH AUSTRALIA","Large Car","passenger","PHEV",1
2022,4,"Q4 2022","TASMANIA","Large Car","passenger","PHEV",1
2022,4,"Q4 2022","VICTORIA","Large Car","passenger","PHEV",2
2022,4,"Q4 2022","WESTERN AUSTRALIA","Large Car","passenger","PHEV",0
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","PHEV",0
2022,4,"Q4 2022","NEW SOUTH WALES","Medium Car","passenger","PHEV",10
2022,4,"Q4 2022","NORTHERN TERRITORY","Medium Car","passenger","PHEV",0
2022,4,"Q4 2022","QUEENSLAND","Medium Car","passenger","PHEV",8
2022,4,"Q4 2022","SOUTH AUSTRALIA","Medium Car","passenger","PHEV",1
2022,4,"Q4 2022","TASMANIA","Medium Car","passenger","PHEV",0
2022,4,"Q4 2022","VICTORIA","Medium Car","passenger","PHEV",7
2022,4,"Q4 2022","WESTERN AUSTRALIA","Medium Car","passenger","PHEV",3
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","PHEV",12
2022,4,"Q4 2022","NEW SOUTH WALES","Small Car","passenger","PHEV",6
2022,4,"Q4 2022","QUEENSLAND","Small Car","passenger","PHEV",7
2022,4,"Q4 2022","SOUTH AUSTRALIA","Small Car","passenger","PHEV",1
2022,4,"Q4 2022","TASMANIA","Small Car","passenger","PHEV",0
2022,4,"Q4 2022","VICTORIA","Small Car","passenger","PHEV",6
2022,4,"Q4 2022","WESTERN AUSTRALIA","Small Car","passenger","PHEV",2
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Sports Car","passenger","PHEV",1
2022,4,"Q4 2022","NEW SOUTH WALES","Sports Car","passenger","PHEV",6
2022,4,"Q4 2022","QUEENSLAND","Sports Car","passenger","PHEV",3
2022,4,"Q4 2022","SOUTH AUSTRALIA","Sports Car","passenger","PHEV",2
2022,4,"Q4 2022","TASMANIA","Sports Car","passenger","PHEV",0
2022,4,"Q4 2022","VICTORIA","Sports Car","passenger","PHEV",3
2022,4,"Q4 2022","WESTERN AUSTRALIA","Sports Car","passenger","PHEV",1
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","PHEV",4
2022,4,"Q4 2022","NEW SOUTH WALES","Large SUV","SUV","PHEV",35
2022,4,"Q4 2022","NORTHERN TERRITORY","Large SUV","SUV","PHEV",0
2022,4,"Q4 2022","QUEENSLAND","Large SUV","SUV","PHEV",13
2022,4,"Q4 2022","SOUTH AUSTRALIA","Large SUV","SUV","PHEV",13
2022,4,"Q4 2022","TASMANIA","Large SUV","SUV","PHEV",1
2022,4,"Q4 2022","VICTORIA","Large SUV","SUV","PHEV",39
2022,4,"Q4 2022","WESTERN AUSTRALIA","Large SUV","SUV","PHEV",9
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","PHEV",25
2022,4,"Q4 2022","NEW SOUTH WALES","Medium SUV","SUV","PHEV",319
2022,4,"Q4 2022","NORTHERN TERRITORY","Medium SUV","SUV","PHEV",5
2022,4,"Q4 2022","QUEENSLAND","Medium SUV","SUV","PHEV",182
2022,4,"Q4 2022","SOUTH AUSTRALIA","Medium SUV","SUV","PHEV",52
2022,4,"Q4 2022","TASMANIA","Medium SUV","SUV","PHEV",16
2022,4,"Q4 2022","VICTORIA","Medium SUV","SUV","PHEV",225
2022,4,"Q4 2022","WESTERN AUSTRALIA","Medium SUV","SUV","PHEV",60
2022,4,"Q4 2022","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","PHEV",14
2022,4,"Q4 2022","NEW SOUTH WALES","Small SUV","SUV","PHEV",90
2022,4,"Q4 2022","NORTHERN TERRITORY","Small SUV","SUV","PHEV",1
2022,4,"Q4 2022","QUEENSLAND","Small SUV","SUV","PHEV",64
2022,4,"Q4 2022","SOUTH AUSTRALIA","Small SUV","SUV","PHEV",22
2022,4,"Q4 2022","TASMANIA","Small SUV","SUV","PHEV",5
2022,4,"Q4 2022","VICTORIA","Small SUV","SUV","PHEV",48
2022,4,"Q4 2022","WESTERN AUSTRALIA","Small SUV","SUV","PHEV",21
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Ute (2WD)","light_commercial","BEV",0
2023,1,"Q1 2023","NEW SOUTH WALES","Ute (2WD)","light_commercial","BEV",4
2023,1,"Q1 2023","QUEENSLAND","Ute (2WD)","light_commercial","BEV",1
2023,1,"Q1 2023","SOUTH AUSTRALIA","Ute (2WD)","light_commercial","BEV",1
2023,1,"Q1 2023","VICTORIA","Ute (2WD)","light_commercial","BEV",3
2023,1,"Q1 2023","WESTERN AUSTRALIA","Ute (2WD)","light_commercial","BEV",4
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","NEW SOUTH WALES","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","NORTHERN TERRITORY","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","QUEENSLAND","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","TASMANIA","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","VICTORIA","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","BEV",0
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Van","light_commercial","BEV",1
2023,1,"Q1 2023","NEW SOUTH WALES","Van","light_commercial","BEV",2
2023,1,"Q1 2023","NORTHERN TERRITORY","Van","light_commercial","BEV",0
2023,1,"Q1 2023","QUEENSLAND","Van","light_commercial","BEV",3
2023,1,"Q1 2023","SOUTH AUSTRALIA","Van","light_commercial","BEV",2
2023,1,"Q1 2023","TASMANIA","Van","light_commercial","BEV",0
2023,1,"Q1 2023","VICTORIA","Van","light_commercial","BEV",4
2023,1,"Q1 2023","WESTERN AUSTRALIA","Van","light_commercial","BEV",0
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","BEV",8
2023,1,"Q1 2023","NEW SOUTH WALES","Large Car","passenger","BEV",107
2023,1,"Q1 2023","NORTHERN TERRITORY","Large Car","passenger","BEV",0
2023,1,"Q1 2023","QUEENSLAND","Large Car","passenger","BEV",57
2023,1,"Q1 2023","SOUTH AUSTRALIA","Large Car","passenger","BEV",16
2023,1,"Q1 2023","TASMANIA","Large Car","passenger","BEV",3
2023,1,"Q1 2023","VICTORIA","Large Car","passenger","BEV",98
2023,1,"Q1 2023","WESTERN AUSTRALIA","Large Car","passenger","BEV",24
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","BEV",435
2023,1,"Q1 2023","NEW SOUTH WALES","Medium Car","passenger","BEV",3195
2023,1,"Q1 2023","NORTHERN TERRITORY","Medium Car","passenger","BEV",14
2023,1,"Q1 2023","QUEENSLAND","Medium Car","passenger","BEV",1860
2023,1,"Q1 2023","SOUTH AUSTRALIA","Medium Car","passenger","BEV",299
2023,1,"Q1 2023","TASMANIA","Medium Car","passenger","BEV",80
2023,1,"Q1 2023","VICTORIA","Medium Car","passenger","BEV",1248
2023,1,"Q1 2023","WESTERN AUSTRALIA","Medium Car","passenger","BEV",735
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","BEV",12
2023,1,"Q1 2023","NEW SOUTH WALES","Small Car","passenger","BEV",87
2023,1,"Q1 2023","NORTHERN TERRITORY","Small Car","passenger","BEV",12
2023,1,"Q1 2023","QUEENSLAND","Small Car","passenger","BEV",55
2023,1,"Q1 2023","SOUTH AUSTRALIA","Small Car","passenger","BEV",28
2023,1,"Q1 2023","TASMANIA","Small Car","passenger","BEV",9
2023,1,"Q1 2023","VICTORIA","Small Car","passenger","BEV",71
2023,1,"Q1 2023","WESTERN AUSTRALIA","Small Car","passenger","BEV",16
2023,1,"Q1 2023","NEW SOUTH WALES","Sports Car","passenger","BEV",0
2023,1,"Q1 2023","NORTHERN TERRITORY","Sports Car","passenger","BEV",0
2023,1,"Q1 2023","QUEENSLAND","Sports Car","passenger","BEV",0
2023,1,"Q1 2023","SOUTH AUSTRALIA","Sports Car","passenger","BEV",0
2023,1,"Q1 2023","TASMANIA","Sports Car","passenger","BEV",0
2023,1,"Q1 2023","VICTORIA","Sports Car","passenger","BEV",0
2023,1,"Q1 2023","WESTERN AUSTRALIA","Sports Car","passenger","BEV",0
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","People Mover","people_mover","BEV",0
2023,1,"Q1 2023","NEW SOUTH WALES","People Mover","people_mover","BEV",4
2023,1,"Q1 2023","NORTHERN TERRITORY","People Mover","people_mover","BEV",0
2023,1,"Q1 2023","QUEENSLAND","People Mover","people_mover","BEV",1
2023,1,"Q1 2023","SOUTH AUSTRALIA","People Mover","people_mover","BEV",0
2023,1,"Q1 2023","TASMANIA","People Mover","people_mover","BEV",0
2023,1,"Q1 2023","VICTORIA","People Mover","people_mover","BEV",1
2023,1,"Q1 2023","WESTERN AUSTRALIA","People Mover","people_mover","BEV",2
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","BEV",9
2023,1,"Q1 2023","NEW SOUTH WALES","Large SUV","SUV","BEV",166
2023,1,"Q1 2023","NORTHERN TERRITORY","Large SUV","SUV","BEV",1
2023,1,"Q1 2023","QUEENSLAND","Large SUV","SUV","BEV",88
2023,1,"Q1 2023","SOUTH AUSTRALIA","Large SUV","SUV","BEV",26
2023,1,"Q1 2023","TASMANIA","Large SUV","SUV","BEV",7
2023,1,"Q1 2023","VICTORIA","Large SUV","SUV","BEV",126
2023,1,"Q1 2023","WESTERN AUSTRALIA","Large SUV","SUV","BEV",44
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","BEV",250
2023,1,"Q1 2023","NEW SOUTH WALES","Medium SUV","SUV","BEV",2081
2023,1,"Q1 2023","NORTHERN TERRITORY","Medium SUV","SUV","BEV",8
2023,1,"Q1 2023","QUEENSLAND","Medium SUV","SUV","BEV",1288
2023,1,"Q1 2023","SOUTH AUSTRALIA","Medium SUV","SUV","BEV",260
2023,1,"Q1 2023","TASMANIA","Medium SUV","SUV","BEV",102
2023,1,"Q1 2023","VICTORIA","Medium SUV","SUV","BEV",1464
2023,1,"Q1 2023","WESTERN AUSTRALIA","Medium SUV","SUV","BEV",453
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Small SUV","SUV","BEV",123
2023,1,"Q1 2023","NEW SOUTH WALES","Small SUV","SUV","BEV",752
2023,1,"Q1 2023","NORTHERN TERRITORY","Small SUV","SUV","BEV",8
2023,1,"Q1 2023","QUEENSLAND","Small SUV","SUV","BEV",539
2023,1,"Q1 2023","SOUTH AUSTRALIA","Small SUV","SUV","BEV",155
2023,1,"Q1 2023","TASMANIA","Small SUV","SUV","BEV",94
2023,1,"Q1 2023","VICTORIA","Small SUV","SUV","BEV",604
2023,1,"Q1 2023","WESTERN AUSTRALIA","Small SUV","SUV","BEV",246
2023,1,"Q1 2023","NEW SOUTH WALES","Large Car","passenger","FCEV",0
2023,1,"Q1 2023","VICTORIA","Large Car","passenger","FCEV",0
2023,1,"Q1 2023","NEW SOUTH WALES","Medium SUV","SUV","FCEV",0
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","NEW SOUTH WALES","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","NORTHERN TERRITORY","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","QUEENSLAND","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","SOUTH AUSTRALIA","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","TASMANIA","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","VICTORIA","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","WESTERN AUSTRALIA","Ute (4WD)","light_commercial","HEV",0
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Large Car","passenger","HEV",0
2023,1,"Q1 2023","NEW SOUTH WALES","Large Car","passenger","HEV",0
2023,1,"Q1 2023","NORTHERN TERRITORY","Large Car","passenger","HEV",0
2023,1,"Q1 2023","QUEENSLAND","Large Car","passenger","HEV",1
2023,1,"Q1 2023","SOUTH AUSTRALIA","Large Car","passenger","HEV",0
2023,1,"Q1 2023","VICTORIA","Large Car","passenger","HEV",1
2023,1,"Q1 2023","WESTERN AUSTRALIA","Large Car","passenger","HEV",1
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Medium Car","passenger","HEV",22
2023,1,"Q1 2023","NEW SOUTH WALES","Medium Car","passenger","HEV",485
2023,1,"Q1 2023","NORTHERN TERRITORY","Medium Car","passenger","HEV",12
2023,1,"Q1 2023","QUEENSLAND","Medium Car","passenger","HEV",316
2023,1,"Q1 2023","SOUTH AUSTRALIA","Medium Car","passenger","HEV",133
2023,1,"Q1 2023","TASMANIA","Medium Car","passenger","HEV",3
2023,1,"Q1 2023","VICTORIA","Medium Car","passenger","HEV",265
2023,1,"Q1 2023","WESTERN AUSTRALIA","Medium Car","passenger","HEV",158
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Small Car","passenger","HEV",34
2023,1,"Q1 2023","NEW SOUTH WALES","Small Car","passenger","HEV",915
2023,1,"Q1 2023","NORTHERN TERRITORY","Small Car","passenger","HEV",26
2023,1,"Q1 2023","QUEENSLAND","Small Car","passenger","HEV",593
2023,1,"Q1 2023","SOUTH AUSTRALIA","Small Car","passenger","HEV",187
2023,1,"Q1 2023","TASMANIA","Small Car","passenger","HEV",46
2023,1,"Q1 2023","VICTORIA","Small Car","passenger","HEV",562
2023,1,"Q1 2023","WESTERN AUSTRALIA","Small Car","passenger","HEV",337
2023,1,"Q1 2023","NEW SOUTH WALES","Sports Car","passenger","HEV",0
2023,1,"Q1 2023","QUEENSLAND","Sports Car","passenger","HEV",0
2023,1,"Q1 2023","SOUTH AUSTRALIA","Sports Car","passenger","HEV",0
2023,1,"Q1 2023","VICTORIA","Sports Car","passenger","HEV",0
2023,1,"Q1 2023","WESTERN AUSTRALIA","Sports Car","passenger","HEV",0
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","NEW SOUTH WALES","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","NORTHERN TERRITORY","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","QUEENSLAND","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","SOUTH AUSTRALIA","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","TASMANIA","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","VICTORIA","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","WESTERN AUSTRALIA","People Mover","people_mover","HEV",0
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Large SUV","SUV","HEV",33
2023,1,"Q1 2023","NEW SOUTH WALES","Large SUV","SUV","HEV",526
2023,1,"Q1 2023","NORTHERN TERRITORY","Large SUV","SUV","HEV",5
2023,1,"Q1 2023","QUEENSLAND","Large SUV","SUV","HEV",276
2023,1,"Q1 2023","SOUTH AUSTRALIA","Large SUV","SUV","HEV",125
2023,1,"Q1 2023","TASMANIA","Large SUV","SUV","HEV",23
2023,1,"Q1 2023","VICTORIA","Large SUV","SUV","HEV",562
2023,1,"Q1 2023","WESTERN AUSTRALIA","Large SUV","SUV","HEV",260
2023,1,"Q1 2023","AUSTRALIAN CAPITAL TERRITORY","Medium SUV","SUV","HEV",101
2023,1,"Q1 2023","NEW SOUTH WALES","Medium SUV","SUV","HEV",2067
2023,1,"Q1 2023","NORTHERN TERRITORY","Medium SUV","SUV","HEV",52
2023,1,"Q1 2023","QUEENSLAND","Medium SUV","SUV","HEV",1405
2023,1,"Q1 2023","SOUTH AUSTRALIA","Medium SUV","SUV","HEV",483
2023,1,"Q1 2023","TASMANIA","Medium SUV","SUV","HEV",83
