"manufacturer_id","vehicle_class_id","fuel_type_id","source_id","query_year","vehicle_display_id","model","body","engine","transmission","drivetrain","tailpipe_co2_comb_g_km","tailpipe_co2_urban_g_km","tailpipe_co2_extra_g_km","annual_fuel_cost_aud","fuel_consumption_comb_l_100km","fuel_consumption_urban_l_100km","fuel_consumption_extra_l_100km","energy_consumption_wh_km","electric_range_km","air_pollution_standard","annual_tailpipe_co2_tonnes","fuel_lifecycle_co2_g_km","noise_data","test_cycle","source_url","raw_html_path","fuel_type_label","powertrain_group","vehicle_class_label","manufacturer_label"
50,4,4,"gvg_current_search",2025,"29217","Subaru Outback 2.0D","4 door 5 seat Wagon","2L 4cyl Turbo Diesel","1 spd CVT","4WD",165,200,145,1817,6.3,7.7,5.5,NA,NA,"Euro 6",2.31,213,"74 dBA <br/>@ 2700 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make50.html","Diesel","ICE_diesel","Large Car","Subaru"
50,4,4,"gvg_current_search",2025,"29218","Subaru Outback 2.0D Premium","4 door 5 seat Wagon","2L 4cyl Turbo Diesel","1 spd CVT","4WD",165,200,145,1817,6.3,7.7,5.5,NA,NA,"Euro 6",2.31,213,"74 dBA <br/>@ 2700 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make50.html","Diesel","ICE_diesel","Large Car","Subaru"
89,4,4,"gvg_current_search",2025,"23587","Tata Xenon Double Cab 4x2","4 door 5 seat Utility","2.2L 4cyl Turbo Diesel","5 spd Manual","2WD",196,236,173,2134,7.4,9,6.5,NA,NA,"Euro 5",2.74,251,"75.00 dBA <br/>@ 3000 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make89.html","Diesel","ICE_diesel","Large Car","Tata"
89,7,4,"gvg_current_search",2025,"23588","Tata Xenon Double Cab 4x4","4 door 5 seat Utility","2.2L 4cyl Turbo Diesel","5 spd Manual","4WD",196,236,173,2134,7.4,9,6.5,NA,NA,"Euro 5",2.74,251,"75.00 dBA <br/>@ 3000 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make89.html","Diesel","ICE_diesel","Ute or Light Truck","Tata"
89,7,4,"gvg_current_search",2025,"23585","Tata Xenon Single Cab 4x2","2 door 2 seat Utility","2.2L 4cyl Turbo Diesel","5 spd Manual","2WD",196,236,173,2134,7.4,9,6.5,NA,NA,"Euro 5",2.74,251,"75.00 dBA <br/>@ 3000 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make89.html","Diesel","ICE_diesel","Ute or Light Truck","Tata"
89,7,4,"gvg_current_search",2025,"23589","Tata Xenon Single Cab 4x2","2 door 2 seat Cab-chassis","2.2L 4cyl Turbo Diesel","5 spd Manual","2WD",196,236,173,2134,7.4,9,6.5,NA,NA,"Euro 5",2.74,251,"75.00 dBA <br/>@ 3000 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make89.html","Diesel","ICE_diesel","Ute or Light Truck","Tata"
89,7,4,"gvg_current_search",2025,"23586","Tata Xenon Single Cab 4x4","2 door 2 seat Utility","2.2L 4cyl Turbo Diesel","5 spd Manual","4WD",196,236,173,2134,7.4,9,6.5,NA,NA,"Euro 5",2.74,251,"75.00 dBA <br/>@ 3000 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make89.html","Diesel","ICE_diesel","Ute or Light Truck","Tata"
89,7,4,"gvg_current_search",2025,"23590","Tata Xenon Single Cab 4x4","2 door 2 seat Cab-chassis","2.2L 4cyl Turbo Diesel","5 spd Manual","4WD",196,236,173,2134,7.4,9,6.5,NA,NA,"Euro 5",2.74,251,"75.00 dBA <br/>@ 3000 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make89.html","Diesel","ICE_diesel","Ute or Light Truck","Tata"
3,4,4,"gvg_current_search",2025,"30608","Toyota Fortuner","4 door 7 seat SUV","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",201,240,179,2192,7.6,9.1,6.8,NA,NA,"Euro 5",2.81,257,"78 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,4,4,"gvg_current_search",2025,"27439","Toyota Fortuner","4 door 7 seat SUV","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",228,290,192,2480,8.6,11,7.3,NA,NA,"Euro 5",3.19,291,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,4,4,"gvg_current_search",2025,"27438","Toyota Fortuner","4 door 7 seat SUV","2.8L 4cyl Turbo Diesel","6 spd Manual","4WD",205,245,181,2250,7.8,9.3,6.9,NA,NA,"Euro 5",2.87,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,4,4,"gvg_current_search",2025,"30483","Toyota GRANVIA","4 door 6 seat Wagon","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",211,234,198,2307,8,8.9,7.5,NA,NA,"Euro 5",2.95,271,"70 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,8,4,"gvg_current_search",2025,"30482","Toyota GRANVIA","4 door 8 seat Wagon","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",211,234,198,2307,8,8.9,7.5,NA,NA,"Euro 5",2.95,271,"70 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class8_make3.html","Diesel","ICE_diesel","People Mover","Toyota"
NA,6,4,"gvg_current_search",2025,"33972","Toyota Hiace LWB Crew Van","4 door 5 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",208,235,192,2278,7.9,8.9,7.3,NA,NA,"Euro 5",2.91,267,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"36844","Toyota Hiace LWB Crew Van","4 door 5 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",207,234,191,2250,7.8,8.8,7.2,NA,NA,"Euro 5",2.9,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"33969","Toyota Hiace LWB Van","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Manual","2WD",194,230,174,2134,7.4,8.7,6.6,NA,NA,"Euro 5",2.72,251,"78 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"36841","Toyota Hiace LWB Van","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Manual","2WD",194,232,172,2134,7.4,8.8,6.5,NA,NA,"Euro 5",2.72,251,"78 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"33970","Toyota Hiace LWB Van","3 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",208,235,192,2278,7.9,8.9,7.3,NA,NA,"Euro 5",2.91,267,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"33971","Toyota Hiace LWB Van","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",208,235,192,2278,7.9,8.9,7.3,NA,NA,"Euro 5",2.91,267,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"36842","Toyota Hiace LWB Van","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",207,234,191,2250,7.8,8.8,7.2,NA,NA,"Euro 5",2.9,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"36843","Toyota Hiace LWB Van","3 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",207,234,191,2250,7.8,8.8,7.2,NA,NA,"Euro 5",2.9,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"36845","Toyota Hiace SLWB Van","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",212,237,198,2336,8.1,9,7.5,NA,NA,"Euro 5",2.97,274,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"33973","Toyota Hiace SLWB Van","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",212,238,197,2336,8.1,9,7.5,NA,NA,"Euro 5",2.97,274,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"33974","Toyota Hiace SLWB Van","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",213,238,199,2336,8.1,9,7.5,NA,NA,"Euro 5",2.98,274,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
NA,6,4,"gvg_current_search",2025,"36846","Toyota Hiace SLWB Van w/ Rear Barn Doors","4 door 2 seat Van","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",213,237,199,2336,8.1,9,7.5,NA,NA,"Euro 5",2.98,274,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class6_allmake.html","Diesel","ICE_diesel","Van",NA
3,7,4,"gvg_current_search",2025,"30629","Toyota Hilux","4 door 5 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Auto","4WD",211,238,195,2307,8,9,7.4,NA,NA,"Euro 5",2.95,271,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,4,4,"gvg_current_search",2025,"27424","Toyota Hilux","4 door 5 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Manual","4WD",212,244,194,2336,8.1,9.3,7.4,NA,NA,"Euro 5",2.97,274,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,7,4,"gvg_current_search",2025,"30615","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","6 spd Manual","4WD",188,224,168,2076,7.2,8.5,6.4,NA,NA,"Euro 5",2.63,244,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30631","Toyota Hilux","2 door 2 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",212,239,196,2307,8,9.1,7.4,NA,NA,"Euro 5",2.97,271,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30632","Toyota Hilux","4 door 4 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",212,239,196,2307,8,9.1,7.4,NA,NA,"Euro 5",2.97,271,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30630","Toyota Hilux","4 door 5 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",212,239,196,2307,8,9.1,7.4,NA,NA,"Euro 5",2.97,271,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"29693","Toyota Hilux","4 door 4 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",209,270,174,2278,7.9,10.3,6.6,NA,NA,"Euro 5",2.93,267,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"27421","Toyota Hilux","2 door 2 seat Cab-chassis","2.8L 4cyl Turbo Diesel","5 spd Manual","2WD",210,248,188,2307,8,9.4,7.1,NA,NA,"Euro 5",2.94,271,"74 dBA <br/>@ 2700 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,4,4,"gvg_current_search",2025,"27423","Toyota Hilux","4 door 4 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Manual","4WD",212,244,194,2336,8.1,9.3,7.4,NA,NA,"Euro 5",2.97,274,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,7,4,"gvg_current_search",2025,"27413","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","5 spd Manual","2WD",186,228,162,2048,7.1,8.7,6.1,NA,NA,"Euro 5",2.6,240,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,4,4,"gvg_current_search",2025,"30614","Toyota Hilux","4 door 5 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Manual","2WD",187,223,168,2048,7.1,8.5,6.4,NA,NA,"Euro 5",2.62,240,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,7,4,"gvg_current_search",2025,"27419","Toyota Hilux","4 door 4 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Manual","4WD",203,231,185,2221,7.7,8.8,7,NA,NA,"Euro 5",2.84,261,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"29691","Toyota Hilux","2 door 2 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Manual","4WD",206,233,190,2250,7.8,8.9,7.2,NA,NA,"Euro 5",2.88,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,4,4,"gvg_current_search",2025,"29695","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","6 spd Auto","4WD",219,279,184,2394,8.3,10.6,7,NA,NA,"Euro 5",3.07,281,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,7,4,"gvg_current_search",2025,"30613","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","6 spd Manual","2WD",182,217,162,1990,6.9,8.2,6.1,NA,NA,"Euro 5",2.55,234,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"29692","Toyota Hilux","4 door 5 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",209,270,174,2278,7.9,10.3,6.6,NA,NA,"Euro 5",2.93,267,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30616","Toyota Hilux","2 door 2 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Manual","2WD",195,219,181,2134,7.4,8.3,6.8,NA,NA,"Euro 5",2.73,251,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30082","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","6 spd Manual","2WD",188,225,167,2076,7.2,8.6,6.3,NA,NA,"Euro 5",2.63,244,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"29689","Toyota Hilux","4 door 5 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Manual","2WD",189,231,165,2076,7.2,8.8,6.3,NA,NA,"Euro 5",2.65,244,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30627","Toyota Hilux","4 door 4 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",207,247,184,2278,7.9,9.4,7,NA,NA,"Euro 5",2.9,267,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30626","Toyota Hilux","4 door 5 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",207,247,184,2278,7.9,9.4,7,NA,NA,"Euro 5",2.9,267,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,4,4,"gvg_current_search",2025,"29699","Toyota Hilux","4 door 4 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Auto","4WD",226,275,197,2480,8.6,10.4,7.5,NA,NA,"Euro 5",3.16,291,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,7,4,"gvg_current_search",2025,"30617","Toyota Hilux","2 door 2 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Manual","4WD",195,219,181,2134,7.4,8.3,6.8,NA,NA,"Euro 5",2.73,251,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"29700","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","6 spd Manual","4WD",194,233,171,2134,7.4,8.9,6.5,NA,NA,"Euro 5",2.72,251,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30620","Toyota Hilux","4 door 4 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",197,235,175,2163,7.5,8.9,6.6,NA,NA,"Euro 5",2.76,254,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,4,4,"gvg_current_search",2025,"30621","Toyota Hilux","4 door 5 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Auto","2WD",197,235,175,2163,7.5,8.9,6.6,NA,NA,"Euro 5",2.76,254,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,4,4,"gvg_current_search",2025,"29697","Toyota Hilux","4 door 4 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",220,287,182,2423,8.4,10.9,6.9,NA,NA,"Euro 5",3.08,284,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,4,4,"gvg_current_search",2025,"29698","Toyota Hilux","4 door 5 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Auto","4WD",226,275,197,2480,8.6,10.4,7.5,NA,NA,"Euro 5",3.16,291,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,7,4,"gvg_current_search",2025,"29690","Toyota Hilux","4 door 5 seat Utility","2.8L 4cyl Turbo Diesel","6 spd Manual","4WD",201,244,177,2221,7.7,9.3,6.7,NA,NA,"Euro 5",2.81,261,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"29694","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","6 spd Auto","2WD",210,270,176,2307,8,10.3,6.7,NA,NA,"Euro 5",2.94,271,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30628","Toyota Hilux","4 door 4 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Auto","4WD",211,238,195,2307,8,9,7.4,NA,NA,"Euro 5",2.95,271,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"27429","Toyota Hilux","4 door 5 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Auto","4WD",236,287,207,2596,9,10.9,7.8,NA,NA,"Euro 5",3.3,305,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"27422","Toyota Hilux","2 door 2 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Manual","4WD",212,244,194,2336,8.1,9.3,7.4,NA,NA,"Euro 5",2.97,274,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,7,4,"gvg_current_search",2025,"30083","Toyota Hilux","2 door 2 seat Cab-chassis","2.4L 4cyl Turbo Diesel","6 spd Manual","2WD",206,233,190,2250,7.8,8.9,7.2,NA,NA,"Euro 5",2.88,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
3,4,4,"gvg_current_search",2025,"30625","Toyota Hilux","4 door 5 seat Utility","2.4L 4cyl Turbo Diesel","6 spd Auto","4WD",205,245,182,2250,7.8,9.3,6.9,NA,NA,"Euro 5",2.87,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class4_make3.html","Diesel","ICE_diesel","Large Car","Toyota"
3,7,4,"gvg_current_search",2025,"30622","Toyota Hilux","2 door 2 seat Cab-chassis","2.8L 4cyl Turbo Diesel","6 spd Manual","4WD",204,227,191,2250,7.8,8.6,7.3,NA,NA,"Euro 5",2.86,264,"75 dBA <br/>@ 2550 rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel4_class7_make3.html","Diesel","ICE_diesel","Ute or Light Truck","Toyota"
