"manufacturer_id","vehicle_class_id","fuel_type_id","source_id","query_year","vehicle_display_id","model","body","engine","transmission","drivetrain","tailpipe_co2_comb_g_km","tailpipe_co2_urban_g_km","tailpipe_co2_extra_g_km","annual_fuel_cost_aud","fuel_consumption_comb_l_100km","fuel_consumption_urban_l_100km","fuel_consumption_extra_l_100km","energy_consumption_wh_km","electric_range_km","air_pollution_standard","annual_tailpipe_co2_tonnes","fuel_lifecycle_co2_g_km","noise_data","test_cycle","source_url","raw_html_path","fuel_type_label","powertrain_group","vehicle_class_label","manufacturer_label"
NA,3,15,"gvg_current_search",2025,"35459","Alfa Romeo Junior Elettrica","4 door 5 seat SUV","Pure Electric","1 spd Auto","2WD",NA,NA,NA,766,NA,NA,NA,152,407,"Pure EV",0,105,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class3_allmake.html","Pure Electric","BEV","Medium Car",NA
5,4,15,"gvg_current_search",2025,"30843","Audi e-tron 50","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1189,NA,NA,NA,236,334,"Pure EV",0,163,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32289","Audi e-tron 55 quattro 20/21 Inch Wheel","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1169,NA,NA,NA,232,459,"Pure EV",0,160,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32290","Audi e-tron 55 quattro 22 Inch Wheel","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1225,NA,NA,NA,243,435,"Pure EV",0,168,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32137","Audi e-tron GT 20","4 door 5 seat Sedan","Pure Electric","2 spd Auto","4WD",NA,NA,NA,968,NA,NA,NA,192,540,"Pure EV",0,132,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32138","Audi e-tron GT 21","4 door 5 seat Sedan","Pure Electric","2 spd Auto","4WD",NA,NA,NA,988,NA,NA,NA,196,523,"Pure EV",0,135,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"31752","Audi e-tron S e-tron S quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1331,NA,NA,NA,264,413,"Pure EV",0,182,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"31753","Audi e-tron S Sportback e-tron S quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1310,NA,NA,NA,260,418,"Pure EV",0,179,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"31615","Audi e-tron S Sportback e-tron S quattro 20 Inch Wheel","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1310,NA,NA,NA,260,418,"Pure EV",0,179,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"30846","Audi e-tron Sportback 50","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1169,NA,NA,NA,232,341,"Pure EV",0,160,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"31271","Audi e-tron Sportback 55 20","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1200,NA,NA,NA,238,446,"Pure EV",0,164,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"31272","Audi e-tron Sportback 55 21 & 22","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1200,NA,NA,NA,238,446,"Pure EV",0,164,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32291","Audi e-tron Sportback 55 quattro 20/21 Inch Wheel","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1169,NA,NA,NA,232,464,"Pure EV",0,160,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32292","Audi e-tron Sportback 55 quattro 22 Inch Wheel","4 door 5 seat SUV","Pure Electric","1 spd N/A","",NA,NA,NA,1210,NA,NA,NA,240,441,"Pure EV",0,166,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36928","Audi MY26 Q4 e-tron 45","4 door 5 seat SUV","Pure Electric","1 spd Auto","2WD",NA,NA,NA,877,NA,NA,NA,174,514,"Pure EV",0,120,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36927","Audi MY26 Q4 e-tron 45 Sportback","4 door 5 seat SUV","Pure Electric","1 spd Auto","2WD",NA,NA,NA,847,NA,NA,NA,168,531,"Pure EV",0,116,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36931","Audi MY26 Q4 e-tron 55 quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,907,NA,NA,NA,180,489,"Pure EV",0,124,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36929","Audi MY26 Q4 e-tron 55 Sportback quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,882,NA,NA,NA,175,503,"Pure EV",0,121,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"34194","Audi Q4 e-tron 45","4 door 5 seat SUV","Pure Electric","1 spd Auto","2WD",NA,NA,NA,877,NA,NA,NA,174,524,"Pure EV",0,120,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"34193","Audi Q4 e-tron 45 Sportback","4 door 5 seat SUV","Pure Electric","1 spd Auto","2WD",NA,NA,NA,852,NA,NA,NA,169,540,"Pure EV",0,117,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"34196","Audi Q4 e-tron 55 quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,912,NA,NA,NA,181,488,"Pure EV",0,125,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"34195","Audi Q4 e-tron 55 Sportback quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,882,NA,NA,NA,175,503,"Pure EV",0,121,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"34404","Audi Q6 e-tron Performance","4 door 5 seat SUV","Pure Electric","1 spd Auto","2WD",NA,NA,NA,958,NA,NA,NA,190,558,"Pure EV",0,131,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"34405","Audi Q6 e-tron quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,983,NA,NA,NA,195,542,"Pure EV",0,135,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36932","Audi Q6 e-tron Sportback Performance","4 door 5 seat SUV","Pure Electric","1 spd Auto","2WD",NA,NA,NA,912,NA,NA,NA,181,589,"Pure EV",0,125,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36933","Audi Q6 e-tron Sportback quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,942,NA,NA,NA,187,569,"Pure EV",0,129,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"35473","Audi Q8 e-tron 50","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1225,NA,NA,NA,243,405,"Pure EV",0,168,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"33683","Audi Q8 e-tron 55","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1290,NA,NA,NA,256,454,"Pure EV",0,177,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"35474","Audi Q8 e-tron 55","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1240,NA,NA,NA,246,475,"Pure EV",0,170,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"33684","Audi Q8 e-tron Sportback 55","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1290,NA,NA,NA,256,454,"Pure EV",0,177,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"35477","Audi Q8 e-tron Sportback 55","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,2449,NA,NA,NA,486,241,"Pure EV",0,335,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32453","Audi Q8 Q8 e-tron quattro","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1290,NA,NA,NA,256,454,"Pure EV",0,177,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32454","Audi Q8 Q8 e-tron quattro Sportback","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1290,NA,NA,NA,256,454,"Pure EV",0,177,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36970","Audi RS e-tron GT","4 door 5 seat Sedan","Pure Electric","2 spd Auto","4WD",NA,NA,NA,1074,NA,NA,NA,213,522,"Pure EV",0,147,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"32143","Audi RS e-tron GT","4 door 5 seat Sedan","Pure Electric","2 spd Auto","4WD",NA,NA,NA,978,NA,NA,NA,194,532,"Pure EV",0,134,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36971","Audi RS e-tron GT Performance","4 door 5 seat Sedan","Pure Electric","2 spd Auto","4WD",NA,NA,NA,1058,NA,NA,NA,210,528,"Pure EV",0,145,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36972","Audi S e-tron GT","4 door 5 seat Sedan","Pure Electric","2 spd Auto","4WD",NA,NA,NA,1003,NA,NA,NA,199,559,"Pure EV",0,137,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"34403","Audi SQ6 e-tron","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,927,NA,NA,NA,184,568,"Pure EV",0,127,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"36930","Audi SQ6 e-tron Sportback","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,902,NA,NA,NA,179,585,"Pure EV",0,124,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"35475","Audi SQ8 e-tron","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,2177,NA,NA,NA,432,278,"Pure EV",0,298,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
5,4,15,"gvg_current_search",2025,"35476","Audi SQ8 e-tron Sportback","4 door 5 seat SUV","Pure Electric","1 spd Auto","4WD",NA,NA,NA,2238,NA,NA,NA,444,271,"Pure EV",0,306,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make5.html","Pure Electric","BEV","Large Car","Audi"
29,4,15,"gvg_current_search",2025,"32286","BMW 4 Series G26 i4 eDrive35","4 door 5 seat Sedan","Pure Electric","1 spd Auto","2WD",NA,NA,NA,872,NA,NA,NA,173,430,"Pure EV",0,119,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"32287","BMW 7 Series G70 i7 xDrive60","4 door 5 seat Sedan","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1119,NA,NA,NA,222,625,"Pure EV",0,153,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"31406","BMW G01 X3 iX3","4 door 5 seat Wagon","Pure Electric","1 spd Auto","2WD",NA,NA,NA,1018,NA,NA,NA,202,470,"Pure EV",0,139,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"31677","BMW G26 4 Series i4 eDrive40","4 door 5 seat Sedan","Pure Electric","1 spd Auto","2WD",NA,NA,NA,1119,NA,NA,NA,222,520,"Pure EV",0,153,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"31679","BMW G26 4 Series i4 M50","4 door 5 seat Sedan","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1290,NA,NA,NA,256,465,"Pure EV",0,177,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"32500","BMW G60 5 Series i5 eDrive40","4 door 5 seat Sedan","Pure Electric","1 spd Auto","2WD",NA,NA,NA,832,NA,NA,NA,165,550,"Pure EV",0,114,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"32502","BMW G60 5 Series i5 M60 xDrive","4 door 5 seat Sedan","Pure Electric","1 spd Auto","4WD",NA,NA,NA,907,NA,NA,NA,180,506,"Pure EV",0,124,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"33944","BMW G61 5 Series i5 M60 xDrive Touring","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,912,NA,NA,NA,181,501,"Pure EV",0,125,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"32446","BMW G70 7 Series i7 M70 xDrive","4 door 5 seat Sedan","Pure Electric","1 spd Auto","4WD",NA,NA,NA,993,NA,NA,NA,197,576,"Pure EV",0,136,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"32144","BMW G70 7 Series i7 xDrive60","4 door 5 seat Sedan","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1119,NA,NA,NA,222,625,"Pure EV",0,153,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
NA,2,15,"gvg_current_search",2025,"29315","BMW I01 i3 BEV 94 Ah","4 door 4 seat Sedan","Pure Electric","1 spd N/A","",NA,NA,NA,685,NA,NA,NA,136,290,"Pure EV",0,94,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class2_allmake.html","Pure Electric","BEV","Small Car",NA
NA,2,15,"gvg_current_search",2025,"28081","BMW I01 i3 BEV 94Ah","4 door 4 seat Sedan","Pure Electric","1 spd Other","2WD",NA,NA,NA,660,NA,NA,NA,131,300,"Pure EV",0,90,"48 dBA <br/>@  rpm","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class2_allmake.html","Pure Electric","BEV","Small Car",NA
NA,2,15,"gvg_current_search",2025,"29874","BMW I01 i3 i3 BEV 120Ah","4 door 4 seat Sedan","Pure Electric","1 spd Other","2WD",NA,NA,NA,690,NA,NA,NA,137,335,"Pure EV",0,95,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class2_allmake.html","Pure Electric","BEV","Small Car",NA
NA,2,15,"gvg_current_search",2025,"29875","BMW I01 i3 i3s BEV 120Ah","4 door 4 seat Sedan","Pure Electric","1 spd Other","2WD",NA,NA,NA,731,NA,NA,NA,145,329,"Pure EV",0,100,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class2_allmake.html","Pure Electric","BEV","Small Car",NA
NA,2,15,"gvg_current_search",2025,"29316","BMW I01 i3s BEV 94 Ah","4 door 4 seat Sedan","Pure Electric","1 spd N/A","",NA,NA,NA,721,NA,NA,NA,143,280,"Pure EV",0,99,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class2_allmake.html","Pure Electric","BEV","Small Car",NA
29,4,15,"gvg_current_search",2025,"33975","BMW U10 iX2 eDrive20","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,862,NA,NA,NA,171,427,"Pure EV",0,118,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"33713","BMW U10 iX2 xDrive30","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,932,NA,NA,NA,185,395,"Pure EV",0,128,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"33646","BMW U11 X1 iX1 eDrive20","4 door 5 seat Wagon","Pure Electric","1 spd Auto","2WD",NA,NA,NA,791,NA,NA,NA,157,464,"Pure EV",0,108,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"32306","BMW U11 X1 iX1 xDrive30","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,922,NA,NA,NA,183,400,"Pure EV",0,126,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"31601","BMW X Series - I20 iX iX xDrive40","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1134,NA,NA,NA,225,420,"Pure EV",0,155,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"31806","BMW X Series - I20 iX M60","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1336,NA,NA,NA,265,585,"Pure EV",0,183,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"36900","BMW X Series - I20 iX M70 xDrive","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1124,NA,NA,NA,223,542,"Pure EV",0,154,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"36839","BMW X Series - I20 iX xDrive45","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1008,NA,NA,NA,200,522,"Pure EV",0,138,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"31675","BMW X Series - I20 iX xDrive50","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1159,NA,NA,NA,230,620,"Pure EV",0,159,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"36840","BMW X Series - I20 iX xDrive60","4 door 5 seat Wagon","Pure Electric","1 spd Auto","4WD",NA,NA,NA,1013,NA,NA,NA,201,600,"Pure EV",0,139,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
29,4,15,"gvg_current_search",2025,"31617","BMW X3 Series - G01 iX3 G08","4 door 5 seat Wagon","Pure Electric","1 spd Auto","2WD",NA,NA,NA,1089,NA,NA,NA,216,440,"Pure EV",0,149,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class4_make29.html","Pure Electric","BEV","Large Car","BMW"
NA,2,15,"gvg_current_search",2025,"37296","BYD Atto 1 Essential","4 door 4 seat Hatch","Pure Electric","1 spd Auto","2WD",NA,NA,NA,781,NA,NA,NA,155,220,"Pure EV",0,107,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class2_allmake.html","Pure Electric","BEV","Small Car",NA
NA,2,15,"gvg_current_search",2025,"37297","BYD Atto 1 Premium","4 door 4 seat Hatch","Pure Electric","1 spd Auto","2WD",NA,NA,NA,806,NA,NA,NA,160,310,"Pure EV",0,110,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class2_allmake.html","Pure Electric","BEV","Small Car",NA
NA,3,15,"gvg_current_search",2025,"36996","BYD Atto 2 Dynamic","4 door 5 seat Wagon","Pure Electric","1 spd Auto","2WD",NA,NA,NA,857,NA,NA,NA,170,345,"Pure EV",0,117,"N/A","N/A","https://www.greenvehicleguide.gov.au/Vehicle/Search","data/raw/gvg_search/gvg_year2025_fuel15_class3_allmake.html","Pure Electric","BEV","Medium Car",NA
