"source_id","raw_path","source_rows","postcode_long_rows","stock_panel_rows","first_period","last_period","geography_count","postcode_count","state_count","powertrain_count","total_stock_latest_year"
"aaa_ev_index_registration","data/raw/EV_Index_Registration_Data_2021-2025.xlsx",7302,36510,200,2021,2025,10,2635,9,3,20261073
