VEHICLE_ID,MANUFACTURER,MODEL,YEAR,TRANSMISSION,BODY_STYLE,FUEL,TYPE_OF_CAR,CITY_CYCLE,HIGHWAY_CYCLE,FUEL_SYSTEM,ENGINE_DISPLACEMENT,ENGINE_DISPLACEMENT_COMMENT,NO_CYLINDERS,NO_GEAR_RATIOS,SEATING_CAPACITY,AXLE_RATIO,ADR8101_CYCLE
4264,Jaguar,XJ6 4.0 'S' Auto Saloon 4dr,1996,auto,Saloon,petrol,Passenger,13,8.5,I,4,,6,4,5,3.58,
4265,Jaguar,XJR 4.0 S/C Auto Saloon 4dr,1996,auto,Saloon,petrol,Passenger,15,9.5,I,4,,6,4,5,3.27,
4266,Jaguar,XK8 4.0 Auto Convertible 2dr,1996,auto,Convertible,petrol,Passenger,11.5,8,I,4,,8,5,2,3.06,
4267,Jaguar,XK8 4.0 Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,11,8,I,4,,8,5,4,3.06,
4268,Lexus,Lexus ES300 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,11.5,6.8,I,3,,6,4,5,3.933,
4269,Lexus,Lexus LS400 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,12,7.6,I,4,,8,4,5,3.615,
4270,Mazda,*Eunos 800 Miller Cycle Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,6.6,I,2.3,,6,4,5,3.81,
4271,Mazda,*RX-7 Man Coupe 2dr,1996,man,Coupe,petrol,Passenger,13,7.6,I,1.3,,2,5,2,4.1,
4272,Mazda,121 13 Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,7.2,5.4,I,1.3,,4,5,5,4.06,
4273,Mazda,121 Metro 13 Auto Hatch 4dr,1996,auto,Hatch,petrol,Passenger,8,6.4,I,1.3,,4,3,5,3.45,
4274,Mazda,121 Metro 13 Auto Hatch 4dr,1996,auto,Hatch,petrol,Passenger,9,7.2,I,1.5,,4,4,5,3.83,
4275,Mazda,121 Metro 13 Man Hatch 4dr,1996,man,Hatch,petrol,Passenger,7,5.4,I,1.3,,4,5,5,3.85,
4276,Mazda,121 Metro 15 Man Hatch 4dr,1996,man,Hatch,petrol,Passenger,8,6.4,I,1.5,,4,5,5,4.11,
4277,Mazda,323 16 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10,6.8,I,1.6,,4,4,5,4.06,
4278,Mazda,323 16 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,7.2,I,1.8,,4,4,5,3.83,
4279,Mazda,323 16 Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,8.5,6.2,I,1.6,,4,5,5,4.39,
4280,Mazda,323 18 Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9,6.4,I,1.8,,4,5,5,4.11,
4281,Mazda,323 Astina 18 Auto hardtop 4dr & Hatchback 5dr,1996,auto,Sedan Hatch,petrol,Passenger,10.5,7.2,I,1.8,,4,4,5,3.83,
4282,Mazda,323 Astina 18 Man hardtop 4dr & Hatchback 5dr,1996,man,Sedan Hatch,petrol,Passenger,9.5,6.6,I,1.8,,4,5,5,4.11,
4283,Mazda,323 Astina V6 Auto hardtop 4dr & Hatchback 5dr,1996,auto,Sedan Hatch,petrol,Passenger,11.5,8.5,I,2,,6,4,5,4.38,
4284,Mazda,323 Astina V6 Man hardtop 4dr & Hatchback 5dr,1996,man,Sedan Hatch,petrol,Passenger,11,8.5,I,2,,6,5,5,4.39,
4285,Mazda,626 Auto Sedan 4dr & Hatchback 5dr,1996,auto,Sedan,petrol,Passenger,10,7.4,I,2,,4,4,5,3.84,
4286,Mazda,626 Auto station Wagon 4dr,1996,auto,Wagon,petrol,Passenger,11,7.6,I,2.2,,4,4,5/7,3.7,
4287,Mazda,626 Man Sedan 4dr & Hatchback 5dr,1996,man,Sedan,petrol,Passenger,9.5,6.6,I,2,,4,5,5,4.1,
4288,Mazda,626 Man station Wagon 4dr,1996,man,Wagon,petrol,Passenger,10,7,I,2.2,,4,5,5/7,4.11,
4289,Mazda,626 V6 Auto Sedan 4dr & Hatchback 5dr,1996,auto,Sedan,petrol,Passenger,11,8.5,I,2.5,,6,4,5,4.15,
4290,Mazda,626 V6 Man Sedan 4dr & Hatchback 5dr,1996,man,Sedan,petrol,Passenger,10.5,8,I,2.5,,6,5,5,4.1,
4291,Mazda,929 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,12.5,9,I,3,,6,4,5,4.3,
4292,Mazda,B2600 4x2 Auto 2 & 4dr,1996,auto,utility,petrol,4WD,13,,I,2.6,,4,4,2/3/4/5,3.72,
4293,Mazda,B2600 4x2 Man 2 & 4dr,1996,man,utility,petrol,4WD,12.5,,I,2.6,,4,5,2/3/4/5,3.72,
4294,Mazda,E2000 Man van SWB 3dr,1996,man,van,petrol,Light Comm,11.5,,C,2,,4,5,3,4.44,
4295,Mazda,Eunos 30X Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,10.5,7.6,I,1.8,,6,4,4,4.06,
4296,Mazda,Eunos 30X Man Coupe 2dr,1996,man,Coupe,petrol,Passenger,10,7.4,I,1.8,,6,5,4,4.39,
4297,Mazda,Eunos 500 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,7,I,2,,6,4,5,4.16,
4298,Mazda,Eunos 500 Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,10,6.8,I,2,,6,5,5,4.39,
4299,Mazda,Eunos 800 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,11,7.2,I,2.5,,6,4,5,4.18,
4300,Mazda,MPV Auto 4dr,1996,auto,van Sedan Wagon,petrol,Passenger,14,9.5,I,3,,6,4,8,3.91,
4301,Mazda,MX-5 Auto Convertible 2dr,1996,auto,Convertible,petrol,Passenger,10,7.2,I,1.8,,4,4,2,4.1,
4302,Mazda,MX-5 Man Convertible 2dr,1996,man,Convertible,petrol,Passenger,9.5,6.6,I,1.8,,4,5,2,4.1,
4303,Mazda,MX-6 Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,11,8.5,I,2.5,,6,4,4,4.15,
4304,Mazda,MX-6 Man Coupe 2dr,1996,man,Coupe,petrol,Passenger,10.5,8,I,2.5,,6,5,4,4.1,
4305,Mercedes Benz,C180 Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,10,7.6,I,1.8,,4,4,5,3.23,
4306,Mercedes Benz,C180 Man Saloon 4dr,1996,man,Sedan,petrol,Passenger,10,7.2,I,1.8,,4,5,5,3.91,
4307,Mercedes Benz,C200 Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,10,7.4,I,2,,4,4,5,3.07,
4308,Mercedes Benz,C200 Man Saloon 4dr,1996,man,Sedan,petrol,Passenger,10.5,7,I,2,,4,5,5,3.92,
4309,Mercedes Benz,C250D Auto Saloon 4dr,1996,auto,Sedan,diesel,Passenger,8,6,I,2.5,,5,4,5,3.07,
4310,Mercedes Benz,C36 AMG Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,12,8.5,I,3.6,,6,4,5,2.85,
4311,Mercedes Benz,E220A Cabriolet Auto Convertible 2dr,1996,auto,Convertible,petrol,Passenger,10.5,7.2,I,2.2,,4,4,4,3.07,
4312,Mercedes Benz,E220C Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,10,6.6,I,2.2,,4,4,4,3.07,
4313,Mercedes Benz,E220T Auto station Wagon 4dr,1996,auto,Wagon,petrol,Passenger,10.5,7.8,I,2.2,,4,4,7,3.27,
4314,Mercedes Benz,E230 Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,9.5,6.2,I,2.3,,4,4,5,2.87,
4315,Mercedes Benz,E320 Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,11.5,7.8,I,3.2,,6,4,5,3.07,
4316,Mercedes Benz,S280 Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,13.5,10,I,2.8,,6,4,5,3.46,
4317,Mercedes Benz,S320 Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,14.5,10.5,I,3.2,,6,4,5,3.46,
4318,Mercedes Benz,S420 Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,16,11,I,4.2,,8,4,5,2.82,
4319,Mercedes Benz,S500C Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,16,10.5,I,5,,8,4,4,2.65,
4320,Mercedes Benz,S500L Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,16,11,I,5,,8,4,5,2.65,
4321,Mercedes Benz,S600L Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,19,12.5,I,6,,12,4,5,2.65,
4322,Mercedes Benz,SL280 Roadster 2dr,1996,,Coupe,petrol,Passenger,12.5,8.5,I,2.8,,6,5,2,3.67,
4323,Mercedes Benz,SL500 Roadster 2dr,1996,,Coupe,petrol,Passenger,14.5,9.5,I,5,,8,4,2,2.65,
4324,Mercedes Benz,SL600 Roadster 2dr,1996,,Coupe,petrol,Passenger,17,11,I,6,,12,4,2,2.65,
4325,Mitsubishi,3000 GT 30 Turbo Man sports Coupe 2dr,1996,man,Coupe,petrol,Passenger,12,8,I,3,,6,5,4,3.97,
4326,Mitsubishi,CE Lancer 15 Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,7.6,5.2,I,1.5,,4,4,5,4.04,
4327,Mitsubishi,CE Lancer 15 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,7.6,5.2,I,1.5,,4,4,5,4.04,
4328,Mitsubishi,CE Lancer 15 Man Coupe 2dr,1996,man,Coupe,petrol,Passenger,7.2,4.8,I,1.5,,4,5,5,3.72,
4329,Mitsubishi,CE Lancer 15 Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,7.2,4.8,I,1.5,,4,5,5,3.72,
4330,Mitsubishi,CE Lancer 18 Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,8,5.8,I,1.8,,4,4,5,4.04,
4331,Mitsubishi,CE Lancer 18 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,8.5,6,I,1.8,,4,4,5,4.04,
4332,Mitsubishi,CE Lancer 18 Exec Auto Wagon 4dr,1996,auto,Wagon,petrol,Passenger,9,6.4,I,1.8,,4,4,5,4,
4333,Mitsubishi,CE Lancer 18 Exec Man Wagon 4dr,1996,man,Wagon,petrol,Passenger,8.5,6,I,1.8,,4,5,5,4.02,
4334,Mitsubishi,CE Lancer 18 Man Coupe 2dr,1996,man,Coupe,petrol,Passenger,8,5.4,I,1.8,,4,5,5,3.72,
4335,Mitsubishi,CE Lancer 18 Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,8,5.6,I,1.8,,4,5,5,3.72,
4336,Mitsubishi,CE Mirage 15 Auto Hatchback 3dr,1996,auto,Hatch,petrol,Passenger,7.6,5.2,I,1.5,,4,4,5,4.04,
4337,Mitsubishi,CE Mirage 15 Man Hatchback 3dr,1996,man,Hatch,petrol,Passenger,7.2,4.8,I,1.5,,4,5,5,3.72,
4338,Mitsubishi,KE Verada 35 ei Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,12,7.4,I,3.5,,6,4,5,3.5,
4339,Mitsubishi,KE Verada 35 xi Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,12,7.4,I,3.5,,6,4,5,3.5,
4340,Mitsubishi,KS Verada V6 Ei Auto Wagon 4dr,1996,auto,Wagon,petrol,Passenger,12,8,I,3,,6,4,5,3.96,
4341,Mitsubishi,MK Triton 2WD Auto cab chassis 2dr,1996,auto,utility,petrol,Light Comm,12,,I,2.4,,4,4,3,4.22,
4342,Mitsubishi,MK Triton 2WD Auto club cab 2dr,1996,auto,utility,petrol,Light Comm,12,,I,2.4,,4,4,2,4.22,
4343,Mitsubishi,MK Triton 2WD Auto double cab 4dr,1996,auto,utility,petrol,Light Comm,12,,I,2.4,,4,4,5,4.22,
4344,Mitsubishi,MK Triton 2WD Man cab chassis 2dr,1996,man,utility,petrol,Light Comm,12,,I,2.4,,4,5,3,4.22,
4345,Mitsubishi,MK Triton 2WD Man club cab 2dr,1996,man,utility,petrol,Light Comm,12,,I,2.4,,4,5,2,4.22,
4346,Mitsubishi,MK Triton 2WD Man double cab 4dr,1996,man,utility,petrol,Light Comm,12,,I,2.4,,4,5,5,4.22,
4347,Mitsubishi,MK Triton 4WD Auto double cab utility 4dr,1996,auto,utility,petrol,4WD,13,,I,3,,6,4,5,4.88,
4348,Mitsubishi,MK Triton 4WD Man cab chassis 2dr,1996,man,utility,petrol,4WD,13.5,,I,3,,6,5,3,4.88,
4349,Mitsubishi,MK Triton 4WD Man club cab utility 2dr,1996,man,utility,petrol,4WD,13.5,,I,3,,6,5,2,4.88,
4350,Mitsubishi,MK Triton 4WD Man double cab utility 4dr,1996,man,utility,petrol,4WD,13.5,,I,3,,6,5,5,4.88,
4351,Mitsubishi,NK Pajero 4WD Exceed Auto LWB 4dr,1996,auto,Wagon,petrol,4WD,15,,I,3.5,,6,4,7,4.64,
4352,Mitsubishi,NK Pajero 4WD GL Man LWB 4dr,1996,man,Wagon,petrol,4WD,15,,I,3,,6,5,5,4.63,
4353,Mitsubishi,NK Pajero 4WD GL Man SWB 2dr,1996,man,Wagon,petrol,4WD,14.5,,I,3,,6,5,5,4.63,
4354,Mitsubishi,NK Pajero 4WD GLS Auto LWB 4dr,1996,auto,Wagon,petrol,4WD,15,,I,3.5,,6,4,7,4.64,
4355,Mitsubishi,NK Pajero 4WD GLS Auto SWB 2dr,1996,auto,Wagon,petrol,4WD,14.5,,I,3,,6,4,5,4.88,
4356,Mitsubishi,NK Pajero 4WD GLS Man LWB 4dr,1996,man,Wagon,petrol,4WD,16,,I,3.5,,6,5,7,4.64,
4357,Mitsubishi,NK Pajero 4WD GLS Man SWB 2dr,1996,man,Wagon,petrol,4WD,14.5,,I,3,,6,5,5,4.88,
4358,Mitsubishi,NK Pajero 4WD GLX Auto LWB 4dr,1996,auto,Wagon,petrol,4WD,14.5,,I,3,,6,4,7,4.63,
4359,Mitsubishi,NK Pajero 4WD GLX Auto LWB 4dr,1996,auto,Wagon,petrol,4WD,15,,I,3.5,,6,4,7,4.64,
4360,Mitsubishi,NK Pajero 4WD GLX Man LWB 4dr,1996,man,Wagon,petrol,4WD,15,,I,3,,6,5,7,4.63,
4361,Mitsubishi,NK Pajero 4WD GLX Man LWB 4dr,1996,man,Wagon,petrol,4WD,16,,I,3.5,,6,5,7,4.64,
4362,Mitsubishi,SJ Express 2WD Auto 3dr,1996,auto,van,petrol,Light Comm,11.5,,I,2.4,,4,4,2,4.64,
4363,Mitsubishi,SJ Express 2WD Auto MWB van 4dr,1996,auto,van,petrol,Light Comm,11,,I,2.4,,4,4,2,4.63,
4364,Mitsubishi,SJ Express 2WD Auto SWB van 3dr,1996,auto,van,petrol,Light Comm,11,,C,2,,4,4,2,4.88,
4365,Mitsubishi,SJ Express 2WD Man 3dr,1996,man,van,petrol,Light Comm,11.5,,I,2.4,,4,5,2,4.64,
4366,Mitsubishi,SJ Express 2WD Man MWB van 4dr,1996,man,van,petrol,Light Comm,11,,I,2.4,,4,5,2,4.63,
4367,Mitsubishi,SJ Express 2WD Man SWB van 3dr,1996,man,van,petrol,Light Comm,12,,C,2,,4,5,2,4.88,
4368,Mitsubishi,SJ Express 4WD Man 3dr,1996,man,van,petrol,4WD,12,,I,2.4,,4,5,2,4.88,
4369,Mitsubishi,SJ StarWagon Satellite Auto Wagon 3dr,1996,auto,Wagon,petrol,Passenger,11.5,7.6,C,2,,4,4,8,4.62,
4370,Mitsubishi,SJ StarWagon Satellite Man Wagon 3dr,1996,man,Wagon,petrol,Passenger,12,8.5,C,2,,4,5,8,4.62,
4371,Mitsubishi,TE Magna 24 Altera Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10,6.6,I,2.4,,4,4,5,4.04,
4372,Mitsubishi,TE Magna 24 Altera Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9,6.4,I,2.4,,4,5,5,3.72,
4373,Mitsubishi,TE Magna 24 Exec Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10,6.6,I,2.4,,4,4,5,4.04,
4374,Mitsubishi,TE Magna 24 Exec Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9,6.4,I,2.4,,4,5,5,3.72,
4375,Mitsubishi,TE Magna 30 Altera Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,6.6,I,3,,6,4,5,3.74,
4376,Mitsubishi,TE Magna 30 Exec Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,6.6,I,3,,6,4,5,3.74,
4377,Mitsubishi,TE Magna 30 Exec Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,10,6.6,I,3,,6,5,5,3.74,
4378,Mitsubishi,TS Magna Exec Auto Wagon 4dr,1996,auto,Wagon,petrol,Passenger,11.5,8,I,2.6,,4,4,5,3.96,
4379,Mitsubishi,TS Magna Exec Man Wagon 4dr,1996,man,Wagon,petrol,Passenger,10,7,I,2.6,,4,5,5,4.07,
4380,Mitsubishi,TS Magna SE Auto Wagon 4dr,1996,auto,Wagon,petrol,Passenger,12,8,I,2.6,,4,4,5,3.96,
4381,Mitsubishi,TS Magna SE Man Wagon 4dr,1996,man,Wagon,petrol,Passenger,10,7.2,I,2.6,,4,5,5,4.07,
4382,Mitsubishi,TS Magna V6 Exec Auto Wagon 4dr,1996,auto,Wagon,petrol,Passenger,12,8,I,3,,6,4,5,3.96,
4383,Mitsubishi,TS Magna V6 Exec Man Wagon 4dr,1996,man,Wagon,petrol,Passenger,10,7.6,I,3,,6,5,5,4.15,
4384,Mitsubishi,TS Magna V6 SE Auto Wagon 4dr,1996,auto,Wagon,petrol,Passenger,12,8,I,3,,6,4,5,3.96,
4385,Mitsubishi,UF Nimbus Auto Wagon 4dr,1996,auto,Wagon,petrol,Passenger,10.5,7.2,I,2.4,,4,4,7,3.9,
4386,Mitsubishi,UF Nimbus Man Wagon 4dr,1996,man,Wagon,petrol,Passenger,10.5,6.6,I,2.4,,4,5,7,4.32,
4387,Mitsubishi,WA StarWagon GL 20 Auto 3dr,1996,auto,van,petrol,Passenger,10.5,8,C,2,,4,4,8,4.88,
4388,Mitsubishi,WA StarWagon GL 20 Man 3dr,1996,man,van,petrol,Passenger,13,8.5,C,2,,4,5,8,4.88,
4389,Mitsubishi,WA StarWagon GLS 30 Auto 3dr,1996,auto,van,petrol,Passenger,13,9.5,I,3,,6,4,7,4.22,
4390,Mitsubishi,WA StarWagon GLX 24 Auto 3dr,1996,auto,van,petrol,Passenger,11,7,I,2.4,,4,4,8,4.64,
4391,Mitsubishi,WA StarWagon GLX 24 Man 3dr,1996,man,van,petrol,Passenger,11.5,7.6,I,2.4,,4,5,8,4.64,
4392,Nissan,200SX Auto Coupe 2dr,1996,auto,Coupe,petrol,Passenger,11,7,I,2,,4,4,4,3.91,
4393,Nissan,200SX Man Coupe 2dr,1996,man,Coupe,petrol,Passenger,10,7,I,2,,4,5,4,3.69,
4394,Nissan,A32 Maxima Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,6.6,I,3,,6,4,5,3.61,
4395,Nissan,A32 Maxima Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9.5,6.8,I,3,,6,5,5,3.82,
4396,Nissan,Bluebird Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10,6.6,I,2.4,,4,4,5,3.86,
4397,Nissan,Bluebird Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9.5,6.4,I,2.4,,4,5,5,3.89,
4398,Nissan,D21 Navara Auto dual cab 4dr,1996,auto,utility,petrol,Light Comm,12,,I,3,,6,4,5/6,3.7,
4399,Nissan,D21 Navara Auto single cab 2dr,1996,auto,utility,petrol,Light Comm,12,,I,3,,6,4,2/3,3.7,
4400,Nissan,D21 Navara Man dual cab 4dr,1996,man,utility,petrol,Light Comm,11,,I,3,,6,5,5,3.7,
4401,Nissan,D21 Navara Man single cab 2dr,1996,man,utility,petrol,Light Comm,11,,I,3,,6,5,2/3,3.7,
4402,Nissan,Infinity Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,13.5,10,I,4.5,,8,4,5,3.54,
4403,Nissan,Micra Man Hatch 3dr & 5dr,1996,man,Hatch,petrol,Passenger,6,4.4,I,1.3,,4,5,5,3.89,
4404,Nissan,Micra N-CVT Hatch 5dr,1996,auto,Hatch,petrol,Passenger,6.4,4.8,I,1.3,,4,CVT,5,6.14,
4405,Nissan,N15 Pulsar Auto Hatch 4dr,1996,auto,Hatch,petrol,Passenger,8,5.2,I,1.6,,4,4,5,3.83,
4406,Nissan,N15 Pulsar Auto Hatch 4dr,1996,auto,Hatch,petrol,Passenger,9,6,I,2,,4,4,5,3.83,
4407,Nissan,N15 Pulsar Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,8,5.2,I,1.6,,4,4,5,3.83,
4408,Nissan,N15 Pulsar Man Hatch 4dr,1996,man,Hatch,petrol,Passenger,7.6,5.2,I,1.6,,4,5,5,4.17,
4409,Nissan,N15 Pulsar Man Hatch 4dr,1996,man,Hatch,petrol,Passenger,9,5.8,I,2,,4,5,5,4.18,
4410,Nissan,N15 Pulsar Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,7.6,5.2,I,1.6,,4,5,5,4.17,
4411,Nissan,R20 Terrano II Man Wagon 4dr,1996,man,Wagon,petrol,Light Comm,13.5,,I,2.4,,4,5,7,4.62,
4412,Nissan,R50 Pathfinder Auto Wagon 4dr,1996,auto,Wagon,petrol,Light Comm,14,,I,3.3,,6,4,5,4.36/4.64,
4413,Peugeot,**306 Cabriolet Auto Convertible 2dr,1996,auto,Convertible,petrol,Passenger,10,6.2,I,1.8,,4,4,4,3.82,
4414,Peugeot,**306 Cabriolet Man Convertible 2dr,1996,man,Convertible,petrol,Passenger,9.5,6,I,1.8,,4,5,4,4.06,
4415,Peugeot,**306 ST Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,9.5,6.4,I,2,,4,4,5,3.82,
4416,Peugeot,**306 ST Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9.5,6.4,I,2,,4,5,5,3.67,
4417,Peugeot,**306 XR Man Hatchback 3dr,1996,man,Hatch,petrol,Passenger,9,6,I,1.8,,4,5,5,4.06,
4418,Peugeot,**306 XSI Auto Hatchback 5dr,1996,auto,Hatch,petrol,Passenger,9.5,6.4,I,2,,4,4,5,3.82,
4419,Peugeot,**306 XSI Man Hatchback 5dr,1996,man,Hatch,petrol,Passenger,9.5,6.4,I,2,,4,5,5,3.81,
4420,Peugeot,**306 XT Auto Hatchback 5dr,1996,auto,Hatch,petrol,Passenger,9.5,6,I,1.8,,4,4,5,3.82,
4421,Peugeot,**306 XT Man Hatchback 5dr,1996,man,Hatch,petrol,Passenger,9,6,I,1.8,,4,5,5,4.06,
4422,Peugeot,**405SRI Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,6.6,I,2,,4,4,5,3.82,
4423,Peugeot,**405SRI Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9.5,6,I,2,,4,5,5,3.69,
4424,Peugeot,**405STI Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,10.5,6.6,I,2,,4,4,5,3.82,
4425,Peugeot,*306 S16 Man Hatchback 3dr,1996,man,Hatch,petrol,Passenger,10,5.8,I,2,,4,5,5,4.43,
4426,Peugeot,*405 Mi16 Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,11,6.8,I,2,,4,5,5,4.43,
4427,Peugeot,*406 ST Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,11,6.8,I,2,,4,4,5,3.45,
4428,Peugeot,*406 ST Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,9.5,6,I,2,,4,5,5,4.16,
4429,Peugeot,*605 SV 30 Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,13.5,8.5,I,3,,6,4,5,4.28,
4430,Peugeot,306 XTDT Diesel Man Hatchback 5dr,1996,man,Hatch,diesel,Passenger,6.8,4.4,I,1.9,,4,5,5,3.95,
4431,Peugeot,405 SR Turbo Diesel Man Sedan 4dr,1996,man,Sedan,diesel,Passenger,7,4.8,I,1.9,,4,5,5,4.06,
4432,Peugeot,405 SRDT Diesel Man Wagon 4dr,1996,man,Wagon,diesel,Passenger,7.2,5,I,1.9,,4,5,5,4.06,
4433,Proton,Persona 15 GLi Auto Sedan 4dr & Hatch 5dr,1996,auto,Sedan Hatch,petrol,Passenger,8.5,7.4,I,1.5,,4,3,5,3.6,
4434,Proton,Persona 15 GLi Man Sedan 4dr & Hatch 5dr,1996,man,Sedan Hatch,petrol,Passenger,8.5,6.6,I,1.5,,4,5,5,4.322,
4435,Proton,Persona 16 XLi Auto Sedan 4dr & Hatch 5dr,1996,auto,Sedan Hatch,petrol,Passenger,9.5,7,I,1.6,,4,4,5,4.007,
4436,Proton,Persona 16 XLi Man Sedan 4dr & Hatch 5dr,1996,man,Sedan Hatch,petrol,Passenger,9,6.6,I,1.6,,4,5,5,4.322,
4437,Rolls Royce,Silver Dawn Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,18,11,I,6.75,,8,4,5,2.69,
4438,Rolls Royce,Silver Spirit Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,18,11,I,6.75,,8,4,5,2.69,
4439,Rolls Royce,Silver Spur Auto Saloon 4dr,1996,auto,Sedan,petrol,Passenger,19,11.5,I,6.75,,8,4,5,2.69,
4440,Saab,900 S 20i Auto Sedan 3dr & 5dr,1996,auto,Sedan,petrol,Passenger,11.5,6.8,I,2,,4,4,5,2.86,
4441,Saab,900 S 20i Man Sedan 3dr & 5dr,1996,man,Sedan,petrol,Passenger,10.5,6.6,I,2,,4,5,5,4.05,
4442,Saab,900 S/SE 20 Turbo Man (Sens) Sedan 3dr,1996,man,Sedan,petrol,Passenger,10.5,6.4,I,2,,4,5,5,4.45,
4443,Saab,900 S/SE 23i Auto Convertible 2dr,1996,auto,Convertible,petrol,Passenger,11.5,7,I,2.3,,4,4,4,2.86,
4444,Saab,900 S/SE 23i Auto Sedan 5dr,1996,auto,Sedan,petrol,Passenger,11,6.8,I,2.3,,4,4,5,2.86,
4445,Saab,900 S/SE 23i Man Convertible 2dr,1996,man,Convertible,petrol,Passenger,11,6.6,I,2.3,,4,5,4,4.05,
4446,Saab,900 S/SE 23i Man Sedan 5dr,1996,man,Sedan,petrol,Passenger,11,6.6,I,2.3,,4,5,5,4.05,
4447,Saab,900 S/SE 25i V6 Auto Convertible 2dr,1996,auto,Convertible,petrol,Passenger,11.5,7.2,I,2.5,,6,4,4,2.86,
4448,Saab,900 S/SE 25i V6 Auto Sedan 5dr,1996,auto,Sedan,petrol,Passenger,11.5,7.4,I,2.5,,6,4,5,2.86,
4449,Saab,900 S/SE 25i V6 Man Convertible 2dr,1996,man,Convertible,petrol,Passenger,11.5,7.6,I,2.5,,6,5,4,4.45,
4450,Saab,900 S/SE 25i V6 Man Sedan 5dr,1996,man,Sedan,petrol,Passenger,11.5,7.6,I,2.5,,6,5,5,4.45,
4451,Saab,9000 Aero 23 Turbo Auto Sedan 5dr,1996,auto,Sedan,petrol,Passenger,12.5,7.8,I,2.3,,4,4,5,4.28,
4452,Saab,9000 Aero 23 Turbo Man Sedan 5dr,1996,man,Sedan,petrol,Passenger,10.5,6.4,I,2.3,,4,5,5,3.61,
4453,Saab,9000 CD 23i Auto Sedan 4dr,1996,auto,Sedan,petrol,Passenger,12.5,7.4,I,2.3,,4,4,5,4.28,
4454,Saab,9000 CD 23i Man Sedan 4dr,1996,man,Sedan,petrol,Passenger,12,7.2,I,2.3,,4,5,5,4.45,
