VEHICLE_ID,MANUFACTURER,MODEL,YEAR,TRANSMISSION,BODY_STYLE,FUEL,TYPE_OF_CAR,CITY_CYCLE,HIGHWAY_CYCLE,FUEL_SYSTEM,ENGINE_DISPLACEMENT,ENGINE_DISPLACEMENT_COMMENT,NO_CYLINDERS,NO_GEAR_RATIOS,SEATING_CAPACITY,AXLE_RATIO,ADR8101_CYCLE
12,Alfa Romeo,33 4x4 Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,10,6.8,C,1.5,,4,5,5,4.11,
13,Alfa Romeo,33 GCL Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11,7,C,1.5,,4,5,5,4.11,
14,Alfa Romeo,75 Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,12.5,9,I,2.5,,6,5,5,4.10,
15,Alfa Romeo,90 Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,12,9,I,2.5,,6,5,5,4.10,
16,Alfa Romeo,GTV6-2.5 Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,12,9,I,2.5,,6,5,4,4.10,
17,Alfa Romeo,Sprint Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,11,7,C,1.5,,4,5,5,4.11,
18,Audi,80-CC Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10.5,8.5,I,1.8,,4,3,5,3.25,
19,Audi,80-CC Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10,7.6,I,1.8,,4,5,5,4.11,
20,Bentley,Mulsanne Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,27,20,I,6.8,,8,3,5,3.06,
21,Bentley,Mulsanne L Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,27,20,I,6.8,,8,3,5,3.06,
22,BMW,318i Auto. Cabriolet 2dr,1986,auto,Convertible,petrol,Passenger,10.5,7.8,I,1.8,,4,4,5,4.27,
23,BMW,318i Auto. Sedan 2dr,1986,auto,Sedan,petrol,Passenger,10.5,7.8,I,1.8,,4,4,5,4.27,
24,BMW,318i Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10.5,7.8,I,1.8,,4,4,5,4.27,
25,BMW,318i Man. Cabriolet 2dr,1986,man,Convertible,petrol,Passenger,10.5,7.4,I,1.8,,4,5,5,4.10,
26,BMW,318i Man. Sedan 2dr,1986,man,Sedan,petrol,Passenger,10.5,7.4,I,1.8,,4,5,5,4.10,
27,BMW,318i Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10.5,7.4,I,1.8,,4,5,5,4.10,
28,BMW,325e Auto. Cabriolet 2dr,1986,auto,Convertible,petrol,Passenger,11,7,I,2.7,,6,4,5,3.15,
29,BMW,325e Auto. Sedan 2dr,1986,auto,Sedan,petrol,Passenger,11,7,I,2.7,,6,4,5,3.15,
30,BMW,325e Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11,7,I,2.7,,6,4,5,3.15,
31,BMW,325e Man. Cabriolet 2dr,1986,man,Convertible,petrol,Passenger,10.5,7,I,2.7,,6,5,5,3.15,
32,BMW,325e Man. Sedan 2dr,1986,man,Sedan,petrol,Passenger,10.5,7,I,2.7,,6,5,5,3.15,
33,BMW,325e Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10.5,7,I,2.7,,6,5,5,3.15,
34,BMW,525e Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12,7.8,I,2.7,,6,4,5,3.15,
35,BMW,525e Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11,7.8,I,2.7,,6,5,5,3.15,
36,BMW,535i Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,13.5,8.5,I,3.4,,6,4,5,3.46,
37,BMW,535i Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,13,8,I,3.4,,6,5,5,3.45,
38,BMW,635CSi Auto. Sedan 2dr,1986,auto,Sedan,petrol,Passenger,13.5,8.5,I,3.4,,6,4,4,3.46,
39,BMW,635CSi Man. Sedan 2dr,1986,man,Sedan,petrol,Passenger,13,8,I,3.4,,6,5,4,3.46,
40,BMW,M535i Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,15.5,10,I,3.4,,6,5,5,3.46,
41,Daihatsu,Charade G-11R Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,6.2,4.6,C,1,,3,5,4,4.50,
42,Daihatsu,Charade G-11R S Sedan 4dr,1986,auto,Sedan,petrol,Passenger,6.8,5.8,C,1,,3,2,4,4.21,
43,Daihatsu,Charade G-11RT Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,6.8,5.2,C,1,,3,5,4,4.64,
44,Daimler,Double Six Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,18,12.5,I,5.3,,12,3,5,2.88,
45,Ford,Fairlane Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,14,10.5,C,4.1,,6,3,5,2.77,
46,Ford,Fairlane EFI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
47,Ford,Laser Ghia EGI Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,9,6.4,I,1.6,,4,5,5,4.11,
48,Ford,Laser GL & Ghia Auto. Hatchback 2dr,1986,auto,Hatch,petrol,Passenger,9.5,7.6,C,1.6,,4,3,5,3.63,
49,Ford,Laser GL & Ghia Auto. Hatchback 4dr,1986,auto,Hatch,petrol,Passenger,9.5,7.6,C,1.6,,4,3,5,3.63,
50,Ford,Laser GL & Ghia Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,9,6.6,C,1.6,,4,5,5,3.85,
51,Ford,Laser GL & Ghia Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,9,6.6,C,1.6,,4,5,5,3.85,
52,Ford,Laser GL Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,9,6.2,C,1.6,,4,4,5,3.85,
53,Ford,Laser GL Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,9,6.2,C,1.6,,4,4,5,3.85,
54,Ford,Laser L & GL Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,8,6.2,C,1.3,,4,4,5,4.11,
55,Ford,Laser L & GL Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,8,6.2,C,1.3,,4,4,5,4.11,
56,Ford,Laser TX3 EGI Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,8.5,6.4,I,1.6,,4,5,5,4.11,
57,Ford,LTD EFI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,14,11,I,4.1,,6,3,5,2.77,
58,Ford,Meteor Gl & Ghia Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,7.6,C,1.6,,4,3,5,3.63,
59,Ford,Meteor GL & Ghia EGI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,8.5,6.4,I,1.6,,4,5,5,4.11,
60,Ford,Meteor Gl & Ghia Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9,6.6,C,1.6,,4,5,5,3.85,
61,Ford,Meteor GL Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,9.5,7.8,C,1.6,,4,3,5,3.63,
62,Ford,Meteor GL Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9,6.2,C,1.6,,4,4,5,3.85,
63,Ford,Meteor GL Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9,6.8,C,1.6,,4,5,5,3.85,
64,Ford,Meteor L Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9,6.2,C,1.6,,4,4,5,3.85,
65,Ford,Telstar GL & Ghia Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12,9.5,C,2,,4,3,5,3.45,
66,Ford,Telstar GL & Ghia Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11,7.8,C,2,,4,5,5,3.85,
67,Ford,Telstar GL Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11,8.5,C,2,,4,4,5,3.85,
68,Ford,Telstar TX5 & Ghia Auto. Hatchback 4dr,1986,auto,Hatch,petrol,Passenger,12,9.5,C,2,,4,3,5,3.45,
69,Ford,Telstar TX5 & Ghia Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,11,7.8,C,2,,4,5,5,3.85,
70,Ford,Telstar TX5 Turbo Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,10,7.4,I,2,,4,5,5,3.85,
71,Ford,XF Fairmont Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,13.5,10,C,4.1,,6,3,5,2.77,
72,Ford,XF Fairmont Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,13.5,10,C,4.1,,6,3,5,2.77,
73,Ford,XF Fairmont EFI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,13.5,10.5,I,4.1,,6,3,5,2.77,
74,Ford,XF Fairmont EFI Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
75,Ford,XF Fairmont EFI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,14,9.5,I,4.1,,6,4,5,2.77,
76,Ford,XF Fairmont EFI Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,14,10,I,4.1,,6,4,5,2.77,
77,Ford,XF Fairmont Ghia Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,14,10.5,C,4.1,,6,3,5,2.77,
78,Ford,XF Fairmont Ghia EFI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
79,Ford,XF Fairmont Ghia EFI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,14,10,I,4.1,,6,4,5,2.77,
80,Ford,XF Falcon Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12.5,9,C,3.3,,6,3,5/6,2.77,
81,Ford,XF Falcon Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12.5,9.5,C,4.1,,6,3,5/6,2.77,
82,Ford,XF Falcon Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,12.5,9.5,C,3.3,,6,3,5/6,2.92,
83,Ford,XF Falcon Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,13,10,C,4.1,,6,3,5/6,2.77,
84,Ford,XF Falcon EFI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,13.5,10.5,I,4.1,,6,3,5,2.77,
85,Ford,XF Falcon EFI Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,14,10.5,I,4.1,,6,3,5,2.77,
86,Ford,XF Falcon EFI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,13.5,9.5,I,4.1,,6,4,5,2.77,
87,Ford,XF Falcon EFI Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,14,9.5,I,4.1,,6,4,5,2.77,
88,Ford,XF Falcon Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,12,9.5,C,3.3,,6,3,5/6,3.23,
89,Ford,XF Falcon Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,9,C,3.3,,6,4,5,2.92,
90,Ford,XF Falcon Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,8.5,C,3.3,,6,5,5,3.23,
91,Ford,XF Falcon Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,8.5,C,4.1,,6,4,5,2.77,
92,Ford,XF Falcon Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,12,8.5,C,4.1,,6,4,5,2.77,
93,Ford,XF Falcon Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,12.5,9.5,C,3.3,,6,3,5/6,3.23,
94,Ford,XF Falcon Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,12,9,C,3.3,,6,4,5,3.23,
95,Ford,XF Falcon Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,12,8.5,C,3.3,,6,5,5,3.23,
96,Holden,JD Camira SL & SLX Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9,6.2,I,1.8,,4,4,5,3.94,
97,Holden,JD Camira SL & SLX Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9,6.2,I,1.8,,4,4,5,3.94,
98,Holden,JD Camira SL & SLX Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9,5.8,I,1.8,,4,5,5,3.94,
99,Holden,JD Camira SL Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,10,7,I,1.8,,4,3,5,3.33,
100,Holden,"JD Camira SL, SLX & SLE Auto. Sedan 4dr",1986,auto,Sedan,petrol,Passenger,10,7,I,1.8,,4,3,5,3.33,
101,Holden,"JD Camira SL, SLX & SLE Man. Sedan 4dr",1986,man,Sedan,petrol,Passenger,9,5.8,I,1.8,,4,5,5,3.94,
102,Holden,JD Camira SLE Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9,5.8,I,1.8,,4,5,5,3.94,
103,Holden,JD Camira SLX & SLE Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,10.5,7.2,I,1.8,,4,3,5,3.33,
104,Holden,JR120 Piazza Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,11,7.8,I,2,,4,4,4,3.91,
105,Holden,JR120 Piazza Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,10.5,7.8,I,2,,4,5,4,3.91,
106,Holden,"LC Astra SL, SLX & SLE Auto. Hatchback 4dr",1986,auto,Hatch,petrol,Passenger,9,7,C,1.6,,4,5,5,3.47,
107,Holden,"LC Astra SL, SLX & SLE Man. Hatchback 4dr",1986,man,Hatch,petrol,Passenger,8.5,6,C,1.6,,4,5,5,3.89,
108,Holden,MB Barina Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,6.2,4.8,C,1.3,,4,5,5,3.52,
109,Holden,RB Gemini SL SLX & SLE Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,7,5.8,C,1.5,,4,5,5,3.83,
110,Holden,"RB Gemini SL, SLX & SLE Auto. Sedan 4dr",1986,auto,Sedan,petrol,Passenger,8.2,6.6,C,1.5,,4,5,5,3.52,
111,Holden,VL Calais Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11.5,7.5,I,3,,6,4,5,3.45,
112,Holden,VL Calais Turbo Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12.5,9,I,3,,6,4,5,3.45,
113,Holden,VL Calais Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,13,8.5,I,3,,6,5,5,3.45,
114,Holden,VL Com SL& Berlina Turbo Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,12.5,9,I,3,,6,4,5,3.45,
115,Holden,VL Commodore SL & Berlina Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11.5,7.5,I,3,,6,4,5,3.45,
116,Holden,VL Commodore SL & Berlina Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,11.5,7.5,I,3,,6,4,5,3.45,
117,Holden,VL Commodore SL & Berlina Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10.5,7.5,I,3,,6,5,5,3.45,
118,Holden,VL Commodore SL& Berlina Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,11,7.5,I,3,,6,5,5,3.45,
119,Holden,VL Commodore SL& Berlina Turbo Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12.5,9,I,3,,6,4,5,3.45,
120,Holden,VL Commodore SL& Berlina Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,13,8.5,I,3,,6,5,5,3.45,
121,Holden,VL Commodore SL& Berlina Turbo Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,13,8.5,I,3,,6,5,5,3.45,
122,Honda,Accord Auto. Hatchback 2dr,1986,auto,Hatch,petrol,Passenger,9.5,6.6,C,2,,4,4,5,4.06,
123,Honda,Accord Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,6.8,C,2,,4,4,5,4.06,
124,Honda,Accord Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,9.5,6.4,C,2,,4,5,5,4.06,
125,Honda,Accord Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9.5,6.6,C,2,,4,5,5,4.06,
126,Honda,Civic Auto. Hatchback 2dr,1986,auto,Hatch,petrol,Passenger,8,6.4,C,1.5,,4,4,5,3.93,
127,Honda,Civic Auto. Hatchback 4dr,1986,auto,Hatch,petrol,Passenger,8.5,6.8,C,1.5,,4,4,5,3.93,
128,Honda,Civic Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,8,6.4,C,1.5,,4,4,5,3.93,
129,Honda,Civic Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,7.2,6.2,C,1.5,,4,5,5,4.25,
130,Honda,Civic Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,7.4,6.4,C,1.5,,4,5,5,4.25,
131,Honda,Civic Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,7.2,6.2,C,1.5,,4,5,5,4.25,
132,Honda,Integra Auto. Hatchback 2dr,1986,auto,Hatch,petrol,Passenger,9,6.8,I,1.6,,4,4,5,4.22,
133,Honda,Integra Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,7.8,6.8,I,1.6,,4,5,5,4.07,
134,Honda,Legend Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12.5,9,I,2.5,,6,4,5,4.20,
135,Honda,Legend Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11.5,8.5,I,2.5,,6,5,5,4.20,
136,Honda,Prelude Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,9.2,7.4,I,2,,4,4,4,4.06,
137,Honda,Prelude Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,9.5,7.2,I,2,,4,5,4,4.06,
138,Jaguar,XJ12 Auto. Saloon 4dr,1986,auto,Saloon,petrol,Passenger,18,12.5,I,5.3,,12,3,5,2.88,
139,Jaguar,XJ6 Auto. Saloon 4dr,1986,auto,Saloon,petrol,Passenger,16,11,I,4.2,,6,3,5,3.06,
140,Jaguar,XJS Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,17,11.5,I,5.3,,12,3,4,2.88,
141,Jaguar,XJSC Auto. Cabriolet 2dr,1986,auto,Convertible,petrol,Passenger,17,11.5,I,5.3,,12,3,2,2.88,
142,Mazda,323 Auto. Hatchback 3dr,1986,auto,Hatch,petrol,Passenger,9.5,7.6,C,1.6,,4,3,5,3.63,
143,Mazda,323 Auto. Hatchback 5dr,1986,auto,Hatch,petrol,Passenger,9.5,7.6,C,1.6,,4,3,5,3.63,
144,Mazda,323 Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,7.6,C,1.6,,4,3,5,3.63,
145,Mazda,323 Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,9.5,7.8,C,1.6,,4,3,5,3.63,
146,Mazda,323 EGI Auto. Hatchback 3dr,1986,auto,Hatch,petrol,Passenger,9.5,7.2,I,1.6,,4,3,5,3.63,
147,Mazda,323 EGI Auto. Hatchback 5dr,1986,auto,Hatch,petrol,Passenger,9.5,7.2,I,1.6,,4,3,5,3.63,
148,Mazda,323 EGI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,9.5,7.2,I,1.6,,4,3,5,3.63,
149,Mazda,323 EGI Man. Hatchback 3dr,1986,man,Hatch,petrol,Passenger,9,6.4,I,1.6,,4,5,5,4.11,
150,Mazda,323 EGI Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,9,6.4,I,1.6,,4,5,5,4.11,
151,Mazda,323 EGI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9,6.4,I,1.6,,4,5,5,4.11,
152,Mazda,323 Man. Hatchback 3dr,1986,man,Hatch,petrol,Passenger,9,6.6,C,1.6,,4,5,5,3.85,
153,Mazda,323 Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,9,6.6,C,1.6,,4,5,5,3.85,
154,Mazda,323 Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9,6.6,C,1.6,,4,5,5,3.85,
155,Mazda,323 Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9,6.8,C,1.6,,4,5,5,3.85,
156,Mazda,626 Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,12,9.5,C,2,,4,3,5,3.45,
157,Mazda,626 Auto. Hatchback 5dr,1986,auto,Hatch,petrol,Passenger,12,9.5,C,2,,4,3,5,3.45,
158,Mazda,626 Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,12,9.5,C,2,,4,3,5,3.45,
159,Mazda,626 EGI Turbo Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,10,7.4,I,2,,4,5,5,3.85,
160,Mazda,626 EGI Turbo Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,10,7.4,I,2,,4,5,5,3.85,
161,Mazda,626 EGI Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10,7.4,I,2,,4,5,5,3.85,
162,Mazda,626 Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,11,7.8,C,2,,4,5,5,3.85,
163,Mazda,626 Man. Hatchback 5dr,1986,man,Hatch,petrol,Passenger,11,7.8,C,2,,4,5,5,3.85,
164,Mazda,626 Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,11,7.8,C,2,,4,5,5,3.85,
165,Mazda,929 Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,10.5,9.5,C,2,,4,3,5,3.73,
166,Mazda,929 EGI Auto. Hardtop 2dr,1986,auto,Coupe,petrol,Passenger,10.5,8.5,I,2,,4,4,5,3.73,
167,Mazda,929 EGI Auto. Hardtop 4dr,1986,auto,Sedan,petrol,Passenger,10.5,8.5,I,2,,4,4,5,3.73,
168,Mazda,929 EGI Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10.5,8.5,I,2,,4,4,5,3.73,
169,Mazda,929 EGI Man. Hardtop 2dr,1986,man,Coupe,petrol,Passenger,10.5,8.5,I,2,,4,5,5,3.91,
170,Mazda,929 EGI Man. Hardtop 4dr,1986,man,Sedan,petrol,Passenger,10.5,8.5,I,2,,4,5,5,3.91,
171,Mazda,929 EGI Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10.5,8.5,I,2,,4,5,5,3.91,
172,Mazda,929 EGI Turbo Man. Hardtop 2dr,1986,man,Coupe,petrol,Passenger,10.5,8,I,2,,4,5,5,4.10,
173,Mazda,929 EGI Turbo Man. Hardtop 4dr,1986,man,Sedan,petrol,Passenger,10.5,8,I,2,,4,5,5,4.10,
174,Mazda,929 EGI Turbo Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10.5,8,I,2,,4,5,5,4.10,
175,Mazda,929 Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,10.5,8,C,2,,4,5,5,3.73,
176,Mazda,RX-7 EGI Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,13,9.5,I,1.3,,2,4,4,3.91,
177,Mazda,RX-7 EGI Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,13.5,8.5,I,1.3,,2,5,4,4.10,
178,Mazda,RX-7 EGI Turbo Man. Coupe 2dr,1986,man,Coupe,petrol,Passenger,14,9.5,I,1.3,,2,5,4,4.10,
179,Mercedes Benz,190E Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,10,8.5,I,2,,4,4,5,3.23,
180,Mercedes Benz,190E Man. Saloon 4dr,1986,man,Sedan,petrol,Passenger,10.5,7.2,I,2,,4,5,5,3.23,
181,Mercedes Benz,230E Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,11,9,I,2.3,,4,4,5,3.27,
182,Mercedes Benz,230TE Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,11.5,9,I,2.3,,4,4,7,3.46,
183,Mercedes Benz,300E Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,13,10,I,3,,6,4,5,3.07,
184,Mercedes Benz,300SE Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,14,10.5,I,3,,6,4,5,3.46,
185,Mercedes Benz,420SEL Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,15,11.5,I,4.2,,8,4,5,2.47,
186,Mercedes Benz,560SEC Auto. Coupe 2dr,1986,auto,Coupe,petrol,Passenger,18,13,I,5.6,,8,4,4,2.47,
187,Mercedes Benz,560SEL Auto. Saloon 4dr,1986,auto,Sedan,petrol,Passenger,18,13,I,5.6,,8,4,5,2.47,
188,Mercedes Benz,560SL Auto. Roadster 2dr,1986,auto,Coupe,petrol,Passenger,17,12.5,I,5.6,,8,4,2,2.47,
189,Mitsubishi,AC Cordia Auto. Hatchback 2dr,1986,auto,Hatch,petrol,Passenger,9.5,7.2,C,1.8,,4,3,5,3.17,
190,Mitsubishi,AC Cordia Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,9,5.8,C,1.8,,4,5,5,3.47,
191,Mitsubishi,AC Cordia Turbo Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,9.5,6.4,I,1.8,,4,5,5,3.47,
192,Mitsubishi,GN Sigma Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10.5,8,C,2.6,,4,3,5,3.42,
193,Mitsubishi,GN Sigma Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,11,8.5,C,2.6,,4,3,5,3.42,
194,Mitsubishi,GN Sigma Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,9.5,7,C,2.6,,4,5,5,3.42,
195,Mitsubishi,GN Sigma Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9.5,7.2,C,2.6,,4,5,5,3.42,
196,Mitsubishi,JD Starion Turbo Man. Hatchback 2dr,1986,man,Hatch,petrol,Passenger,11,6.8,I,2,,4,5,5,3.91,
197,Mitsubishi,RC Colt Auto. Hatchback 4dr,1986,auto,Hatch,petrol,Passenger,8.5,6.6,C,1.6,,4,3,5,3.17,
198,Mitsubishi,RC Colt Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,8.5,6.6,C,1.6,,4,3,5,3.17,
199,Mitsubishi,RC Colt Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,8,6.2,C,1.4,,4,4,4,3.17,
200,Mitsubishi,RC Colt Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,7.6,5.8,C,1.4,,4,4x2,5,3.47,
201,Mitsubishi,RC Colt Man. Hatchback 4dr,1986,man,Hatch,petrol,Passenger,7.8,5.8,C,1.6,,4,4x2,5,3.47,
202,Mitsubishi,RC Colt Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,7.6,5.8,C,1.4,,4,4x2,5,3.47,
203,Mitsubishi,RC Colt Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,7.8,5.8,C,1.6,,4,4x2,5,3.47,
204,Mitsubishi,TM Magna Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,10.5,7.2,C,2.6,,4,4,5,3.66,
205,Mitsubishi,TM Magna Elite Auto. Sedan 4dr,1986,auto,Sedan,petrol,Passenger,11,7.2,C,2.6,,4,4,5,3.66,
206,Mitsubishi,TM Magna Man. Sedan 4dr,1986,man,Sedan,petrol,Passenger,10,7,C,2.6,,4,5,5,3.19,
207,Mitsubishi,UB Nimbus Auto. Wagon 4dr,1986,auto,Wagon,petrol,Passenger,10,7.2,C,1.8,,4,3,7,3.17,
208,Mitsubishi,UB Nimbus Man. Wagon 4dr,1986,man,Wagon,petrol,Passenger,9.5,6,C,1.8,,4,5,7,3.47,
