"sites","plugs","dc_sites","dc_plugs","upcoming_sites","upcoming_plugs","postcodes_with_charging","matched_to_seifa_postcodes","top_decile_plugs_per_10000_people","bottom_decile_plugs_per_10000_people","top_decile_plugs_per_1000_vehicles","bottom_decile_plugs_per_1000_vehicles"
1958,5626,433,1658,98,543,420,610,7.99379825195424,3.57721782394774,1.21615111244588,0.534741383788475
